Concept1,Concept2,AdamicAdarScore
C168090291,C194975256,2.5045334722715165
C168090291,C114852677,1.135174463694593
C168090291,C199360897,1.1636868587049811
C168090291,C102565666,0.8867489652961238
C168090291,C44280652,1.135174463694593
C168090291,C159317903,1.4121123571034504
C168090291,C24890656,1.1636868587049811
C168090291,C121864883,1.6933379246321874
C168090291,C182953411,1.7016826278278254
C168090291,C67820243,0.8867489652961238
C168090291,C142724271,1.1636868587049811
C168090291,C31402856,1.9677755092178073
C168090291,C15190523,1.9677755092178073
C168090291,C68717125,1.4121123571034504
C168090291,C41008148,3.645418094258347
C168090291,C59500034,1.680626944442017
C168090291,C29248071,1.9677755092178073
C168090291,C144271403,1.9677755092178073
C168090291,C184720557,0.8867489652961238
C168090291,C190463098,2.4923490547000835
C168090291,C94375191,1.680626944442017
C168090291,C131671149,1.9677755092178073
C168090291,C22984246,1.1636868587049811
C168090291,C15336307,1.1636868587049811
C168090291,C17744445,0.8867489652961238
C168090291,C142465778,1.680626944442017
C168090291,C55615164,2.5045334722715165
C168090291,C127162648,1.6933379246321874
C168090291,C76155785,1.6933379246321874
C168090291,C113775141,1.9501081262262947
C168090291,C177264268,0.8867489652961238
C168090291,C33332235,1.6933379246321874
C168090291,C184551789,1.135174463694593
C168090291,C118615104,1.6933379246321874
C168090291,C131017901,1.9253765304954797
C168090291,C203103908,1.1636868587049811
C168090291,C204787440,1.1636868587049811
C168090291,C2779832538,1.1636868587049811
C168090291,C23576306,1.135174463694593
C168090291,C2778361524,1.135174463694593
C168090291,C179061269,1.9677755092178073
C168090291,C80444323,2.7714043679757063
C168090291,C120665830,1.4121123571034504
C168090291,C168834538,1.1636868587049811
C168090291,C151201525,1.135174463694593
C168090291,C94915269,1.1636868587049811
C168090291,C134306372,1.135174463694593
C168090291,C181543814,1.135174463694593
C168090291,C122527463,2.7985475760667224
C168090291,C2779843651,1.1636868587049811
C168090291,C126255220,0.8867489652961238
C168090291,C12296473,1.135174463694593
C168090291,C58849907,2.4923490547000835
C168090291,C78336883,1.1636868587049811
C168090291,C45374587,2.7774918926809136
C168090291,C32022120,1.6933379246321874
C168090291,C33923547,2.226026647213856
C168090291,C11413529,2.7774918926809136
C168090291,C58053490,3.0715059964761195
C168090291,C179371143,0.8867489652961238
C168090291,C192061203,1.9677755092178073
C168090291,C169460222,2.2193906342906855
C168090291,C114614502,0.8867489652961238
C168090291,C124148022,2.4923490547000835
C168090291,C71924100,1.1636868587049811
C168090291,C180214583,1.135174463694593
C168090291,C177148314,0.8867489652961238
C168090291,C199539241,0.8867489652961238
C168090291,C166689943,1.135174463694593
C168090291,C27753989,2.8015076766448868
C168090291,C130787639,0.8867489652961238
