Concept1,Concept2,AdamicAdarScore
C168090291,C125112378,2.091065690493498
C168090291,C190269828,2.1030787596994136
C168090291,C199185054,2.637780438011296
C168090291,C136197465,2.5470190138357793
C168090291,C114852677,1.8450089125867721
C168090291,C185544564,2.989133430893413
C168090291,C522805319,1.3000518191568142
C168090291,C127413603,2.3610924902314245
C168090291,C2780310539,5.046912128016133
C168090291,C44838205,1.0922059901728338
C168090291,C32546565,1.3000518191568142
C168090291,C32270708,1.5477753453285925
C168090291,C120314980,1.303739301665011
C168090291,C182953411,4.227111236142531
C168090291,C111919701,6.247257873151032
C168090291,C66601787,1.495621337489738
C168090291,C2776459999,3.8821926438942
C168090291,C143724316,1.0922059901728338
C168090291,C97355855,3.6603405826443427
C168090291,C147120987,0.8945668957948923
C168090291,C158456648,4.210608294583578
C168090291,C206003972,1.1318256938616185
C168090291,C114671716,1.912848918999974
C168090291,C202444582,1.4849803310241692
C168090291,C29248071,2.0697669254837034
C168090291,C144271403,2.0697669254837034
C168090291,C62850752,0.8945668957948923
C168090291,C190463098,5.353072953356108
C168090291,C125411270,3.8821926438942
C168090291,C113603373,0.8972314881400079
C168090291,C157486923,3.8821926438942
C168090291,C2776257435,2.3288672977555533
C168090291,C2780586882,3.561451231218378
C168090291,C195545963,3.8821926438942
C168090291,C153946474,1.3000518191568142
C168090291,C169268690,1.5068682634690587
C168090291,C153294291,1.543702694524716
C168090291,C142465778,3.058099013237282
C168090291,C86339819,3.087245758028091
C168090291,C547195049,2.201191762661482
C168090291,C55615164,2.5085558060652833
C168090291,C118552586,1.3000518191568142
C168090291,C2780801425,2.002147799222726
C168090291,C113775141,1.924627575325915
C168090291,C151730666,1.0922059901728338
C168090291,C33332235,3.475339952848815
C168090291,C78902741,1.3000518191568142
C168090291,C2778870898,3.0597269370688553
C168090291,C179061269,2.0697669254837034
C168090291,C80444323,6.620273590739232
C168090291,C41895202,5.288275266325408
C168090291,C18762648,0.8945668957948923
C168090291,C159149176,2.201191762661482
C168090291,C26517878,3.2692039997241444
C168090291,C204030448,2.138515292705166
C168090291,C21690051,0.8945668957948923
C168090291,C98045186,2.490779447989227
C168090291,C506630978,2.989133430893413
C168090291,C46141821,1.3000518191568142
C168090291,C19271316,4.374423559830441
C168090291,C78336883,1.5821810755134584
C168090291,C103088060,3.087245758028091
