Concept1,Concept2,AdamicAdarScore
C168090291,C125112378,2.1052277398098616
C168090291,C190269828,2.1216700632858116
C168090291,C199185054,2.668164520407764
C168090291,C136197465,2.5741088426645238
C168090291,C114852677,1.8514285648102826
C168090291,C185544564,2.998396687007898
C168090291,C522805319,1.3061415768854376
C168090291,C127413603,1.9708271965472626
C168090291,C2780310539,5.072822539451539
C168090291,C44838205,1.0999065889760238
C168090291,C32546565,1.3061415768854376
C168090291,C32270708,1.1379891752512257
C168090291,C120314980,1.3139097197188074
C168090291,C182953411,4.265314851055951
C168090291,C111919701,6.287756409776863
C168090291,C66601787,1.5121777853157379
C168090291,C2776459999,3.905808133617196
C168090291,C143724316,1.0999065889760238
C168090291,C97355855,3.6975584267566686
C168090291,C147120987,0.8992717134085209
C168090291,C158456648,3.4085893450821696
C168090291,C206003972,1.1379891752512257
C168090291,C114671716,1.9305495562383823
C168090291,C202444582,1.0947551831867846
C168090291,C29248071,2.085309398176972
C168090291,C144271403,2.085309398176972
C168090291,C62850752,0.8992717134085209
C168090291,C190463098,5.398132671358513
C168090291,C125411270,3.905808133617196
C168090291,C113603373,0.9033949695296152
C168090291,C157486923,3.905808133617196
C168090291,C2776257435,2.3415365183034975
C168090291,C2780586882,3.582686606671873
C168090291,C195545963,3.905808133617196
C168090291,C153946474,1.3061415768854376
C168090291,C169268690,1.5223597923305798
C168090291,C153294291,1.5515810105242056
C168090291,C142465778,3.0914379999412627
C168090291,C86339819,3.099815091329614
C168090291,C547195049,2.210607196074554
C168090291,C55615164,2.527252178647002
C168090291,C118552586,1.3061415768854376
C168090291,C2780801425,2.0122473132736425
C168090291,C113775141,1.950070199207981
C168090291,C151730666,1.0999065889760238
C168090291,C33332235,3.5009622570623935
C168090291,C78902741,1.3061415768854376
C168090291,C2778870898,3.0907951001031684
C168090291,C179061269,2.085309398176972
C168090291,C80444323,6.665333308741637
C168090291,C41895202,5.314185677760814
C168090291,C18762648,0.8992717134085209
C168090291,C159149176,2.210607196074554
C168090291,C26517878,3.2841681419844995
C168090291,C21690051,0.8992717134085209
C168090291,C98045186,2.5139271501588816
C168090291,C506630978,2.998396687007898
C168090291,C46141821,1.3061415768854376
C168090291,C19271316,4.419483277832845
C168090291,C78336883,1.5897294970180609
