Concept1,Concept2,AdamicAdarScore
C168090291,C113775141,2.0724675441117117
C168090291,C114852677,1.2106751983615187
C168090291,C177264268,0.9479778873476555
C168090291,C184551789,1.2106751983615187
C168090291,C131017901,2.0387379702407635
C168090291,C102565666,0.9479778873476555
C168090291,C199360897,0.9479778873476555
C168090291,C44280652,1.2106751983615187
C168090291,C159317903,1.2106751983615187
C168090291,C23576306,1.2106751983615187
C168090291,C2778361524,1.2106751983615187
C168090291,C179061269,2.0539595957627568
C168090291,C67820243,0.9479778873476555
C168090291,C80444323,2.910902866107759
C168090291,C120665830,1.2106751983615187
C168090291,C151201525,1.2106751983615187
C168090291,C134306372,1.2106751983615187
C168090291,C181543814,1.2106751983615187
C168090291,C31402856,2.0539595957627568
C168090291,C15190523,2.0539595957627568
C168090291,C68717125,1.2106751983615187
C168090291,C126255220,0.9479778873476555
C168090291,C12296473,1.2106751983615187
C168090291,C41008148,2.910902866107759
C168090291,C59500034,1.7720611862274402
C168090291,C29248071,2.0539595957627568
C168090291,C58849907,2.3116963906501606
C168090291,C144271403,2.0539595957627568
C168090291,C184720557,0.9479778873476555
C168090291,C190463098,2.622363857929966
C168090291,C45374587,2.0539595957627568
C168090291,C94375191,1.7720611862274402
C168090291,C131671149,2.0539595957627568
C168090291,C33923547,2.0347584972413033
C168090291,C11413529,2.600235398827953
C168090291,C58053490,2.910902866107759
C168090291,C179371143,0.9479778873476555
C168090291,C169460222,2.0387379702407635
C168090291,C114614502,0.9479778873476555
C168090291,C124148022,2.3116963906501606
C168090291,C199539241,0.9479778873476555
C168090291,C180214583,1.2106751983615187
C168090291,C177148314,0.9479778873476555
C168090291,C166689943,1.2106751983615187
C168090291,C192061203,2.0539595957627568
C168090291,C17744445,0.9479778873476555
C168090291,C142465778,1.7720611862274402
C168090291,C130787639,0.9479778873476555
C113775141,C114852677,1.2106751983615187
C113775141,C101973423,2.072467544111712
C113775141,C199360897,1.4733725093753818
C113775141,C102565666,1.4733725093753818
C113775141,C44280652,1.2106751983615187
C113775141,C159317903,1.2106751983615187
C113775141,C24495805,2.072467544111712
C113775141,C41241483,2.072467544111712
C113775141,C139356082,2.072467544111712
C113775141,C67820243,1.4733725093753818
C113775141,C137019171,3.2053301632210314
C113775141,C64775481,2.072467544111712
C113775141,C31402856,2.0294579039722285
C113775141,C15190523,2.0294579039722285
C113775141,C187486625,2.072467544111712
C113775141,C68717125,1.2106751983615187
C113775141,C59500034,2.3434263767495698
C113775141,C15184713,3.2053301632210314
C113775141,C29248071,2.0294579039722285
C113775141,C144271403,2.0294579039722285
C113775141,C184720557,1.7619115175531745
C113775141,C94375191,2.3434263767495698
C113775141,C131671149,2.0294579039722285
C113775141,C17744445,1.4733725093753818
C113775141,C142465778,2.3434263767495698
C113775141,C177264268,1.4733725093753818
C113775141,C184551789,1.2106751983615187
C113775141,C131017901,2.6061236877634326
C113775141,C45483111,2.072467544111712
C113775141,C121040770,2.072467544111712
C113775141,C23576306,1.2106751983615187
C113775141,C2778361524,1.2106751983615187
C113775141,C43682372,2.072467544111712
C113775141,C179061269,2.0294579039722285
C113775141,C120665830,1.2106751983615187
C113775141,C151201525,1.2106751983615187
C113775141,C134306372,2.0246088285670374
C113775141,C181543814,1.2106751983615187
C113775141,C126255220,1.4733725093753818
C113775141,C12296473,1.2106751983615187
C113775141,C58849907,2.8946626959412254
C113775141,C45374587,2.0294579039722285
C113775141,C33923547,2.8946626959412254
C113775141,C11413529,2.8946626959412254
C113775141,C11255438,2.8864011743172306
C113775141,C179371143,1.4733725093753818
C113775141,C169460222,2.8946626959412254
C113775141,C114614502,1.7619115175531745
C113775141,C124148022,2.8946626959412254
C113775141,C199539241,1.4733725093753818
C113775141,C180214583,1.2106751983615187
C113775141,C177148314,1.7619115175531745
C113775141,C166689943,1.2106751983615187
C113775141,C192061203,2.0294579039722285
C113775141,C130787639,1.4733725093753818
C114852677,C177264268,1.2091671439118796
C114852677,C101973423,1.2106751983615185
C114852677,C199360897,1.2091671439118796
C114852677,C102565666,1.2091671439118796
C114852677,C131017901,1.4718644549257427
C114852677,C24495805,1.2106751983615185
C114852677,C41241483,1.2106751983615185
C114852677,C45483111,1.2106751983615185
C114852677,C121040770,1.2106751983615185
C114852677,C139356082,1.2106751983615185
C114852677,C43682372,1.2106751983615185
C114852677,C179061269,0.9479778873476555
C114852677,C67820243,1.2091671439118796
C114852677,C80444323,1.771966083426156
C114852677,C137019171,1.4718644549257427
C114852677,C64775481,1.2106751983615185
C114852677,C31402856,0.9479778873476555
C114852677,C15190523,0.9479778873476555
C114852677,C187486625,1.2106751983615185
C114852677,C203087015,1.2106751983615185
C114852677,C51003876,1.4718644549257427
C114852677,C126255220,1.2091671439118796
C114852677,C41008148,1.771966083426156
C114852677,C59500034,1.2091671439118796
C114852677,C15184713,1.2106751983615185
C114852677,C58849907,1.771966083426156
C114852677,C29248071,0.9479778873476555
C114852677,C144271403,0.9479778873476555
C114852677,C184720557,1.5092687724122928
C114852677,C190463098,1.4718644549257427
C114852677,C45374587,0.9479778873476555
C114852677,C94375191,1.2091671439118796
C114852677,C131671149,0.9479778873476555
C114852677,C190474826,1.4718644549257427
C114852677,C11413529,1.4718644549257427
C114852677,C11255438,1.2106751983615185
C114852677,C58053490,1.771966083426156
C114852677,C179371143,1.2091671439118796
C114852677,C169460222,1.771966083426156
C114852677,C114614502,1.5092687724122928
C114852677,C124148022,1.771966083426156
C114852677,C199539241,1.2091671439118796
C114852677,C177148314,1.5092687724122928
C114852677,C192061203,0.9479778873476555
C114852677,C17744445,1.2091671439118796
C114852677,C142465778,1.2091671439118796
C114852677,C130787639,1.2091671439118796
C177264268,C101973423,0.9479778873476555
C177264268,C184551789,1.2091671439118798
C177264268,C44280652,1.2091671439118798
C177264268,C159317903,1.2091671439118798
C177264268,C24495805,0.9479778873476555
C177264268,C41241483,0.9479778873476555
C177264268,C45483111,0.9479778873476555
C177264268,C121040770,0.9479778873476555
C177264268,C23576306,1.2091671439118798
C177264268,C2778361524,1.2091671439118798
C177264268,C139356082,0.9479778873476555
C177264268,C43682372,0.9479778873476555
C177264268,C179061269,1.7482800871178754
C177264268,C80444323,3.491975366139584
C177264268,C120665830,1.2091671439118798
C177264268,C137019171,2.576626327784766
C177264268,C151201525,1.2091671439118798
C177264268,C134306372,3.2170677883970904
C177264268,C181543814,1.2091671439118798
C177264268,C64775481,0.9479778873476555
C177264268,C31402856,1.7482800871178754
C177264268,C15190523,1.7482800871178754
C177264268,C187486625,0.9479778873476555
C177264268,C68717125,1.2091671439118798
C177264268,C203087015,1.4733725093753818
C177264268,C51003876,3.1740535071222507
C177264268,C12296473,1.2091671439118798
C177264268,C15184713,2.9128642505580267
C177264268,C59500034,2.3017187500422724
C177264268,C29248071,1.7482800871178754
C177264268,C144271403,1.7482800871178754
C177264268,C190463098,3.1740535071222507
C177264268,C45374587,1.7482800871178754
C177264268,C94375191,2.3017187500422724
C177264268,C131671149,1.7482800871178754
C177264268,C190474826,3.1740535071222507
C177264268,C11255438,1.7482800871178754
C177264268,C166689943,1.2091671439118798
C177264268,C180214583,1.2091671439118798
C177264268,C177148314,3.2170677883970904
C177264268,C169699857,3.1740535071222507
C177264268,C192061203,1.7482800871178754
C177264268,C142465778,2.3017187500422724
C101973423,C184551789,1.2106751983615187
C101973423,C199360897,0.9479778873476555
C101973423,C131017901,2.0387379702407635
C101973423,C102565666,0.9479778873476555
C101973423,C44280652,1.2106751983615187
C101973423,C159317903,1.2106751983615187
C101973423,C23576306,1.2106751983615187
C101973423,C2778361524,1.2106751983615187
C101973423,C179061269,2.0539595957627568
C101973423,C67820243,0.9479778873476555
C101973423,C80444323,2.910902866107759
C101973423,C120665830,1.2106751983615187
C101973423,C151201525,1.2106751983615187
C101973423,C134306372,1.2106751983615187
C101973423,C181543814,1.2106751983615187
C101973423,C31402856,2.0539595957627568
C101973423,C15190523,2.0539595957627568
C101973423,C68717125,1.2106751983615187
C101973423,C126255220,0.9479778873476555
C101973423,C12296473,1.2106751983615187
C101973423,C41008148,2.910902866107759
C101973423,C59500034,1.7720611862274402
C101973423,C29248071,2.0539595957627568
C101973423,C58849907,2.3116963906501606
C101973423,C144271403,2.0539595957627568
C101973423,C184720557,0.9479778873476555
C101973423,C190463098,2.622363857929966
C101973423,C45374587,2.0539595957627568
C101973423,C94375191,1.7720611862274402
C101973423,C131671149,2.0539595957627568
C101973423,C33923547,2.0347584972413033
C101973423,C11413529,2.600235398827953
C101973423,C58053490,2.910902866107759
C101973423,C179371143,0.9479778873476555
C101973423,C169460222,2.0387379702407635
C101973423,C114614502,0.9479778873476555
C101973423,C124148022,2.3116963906501606
C101973423,C199539241,0.9479778873476555
C101973423,C180214583,1.2106751983615187
C101973423,C177148314,0.9479778873476555
C101973423,C166689943,1.2106751983615187
C101973423,C192061203,2.0539595957627568
C101973423,C17744445,0.9479778873476555
C101973423,C142465778,1.7720611862274402
C101973423,C130787639,0.9479778873476555
C184551789,C199360897,1.2091671439118796
C184551789,C131017901,1.4718644549257427
C184551789,C102565666,1.2091671439118796
C184551789,C24495805,1.2106751983615185
C184551789,C41241483,1.2106751983615185
C184551789,C45483111,1.2106751983615185
C184551789,C121040770,1.2106751983615185
C184551789,C139356082,1.2106751983615185
C184551789,C43682372,1.2106751983615185
C184551789,C179061269,0.9479778873476555
C184551789,C67820243,1.2091671439118796
C184551789,C80444323,1.771966083426156
C184551789,C137019171,1.4718644549257427
C184551789,C64775481,1.2106751983615185
C184551789,C31402856,0.9479778873476555
C184551789,C15190523,0.9479778873476555
C184551789,C187486625,1.2106751983615185
C184551789,C203087015,1.2106751983615185
C184551789,C51003876,1.4718644549257427
C184551789,C126255220,1.2091671439118796
C184551789,C41008148,1.771966083426156
C184551789,C59500034,1.2091671439118796
C184551789,C15184713,1.2106751983615185
C184551789,C58849907,1.771966083426156
C184551789,C29248071,0.9479778873476555
C184551789,C144271403,0.9479778873476555
C184551789,C184720557,1.5092687724122928
C184551789,C190463098,1.4718644549257427
C184551789,C45374587,0.9479778873476555
C184551789,C94375191,1.2091671439118796
C184551789,C131671149,0.9479778873476555
C184551789,C190474826,1.4718644549257427
C184551789,C11413529,1.4718644549257427
C184551789,C11255438,1.2106751983615185
C184551789,C58053490,1.771966083426156
C184551789,C179371143,1.2091671439118796
C184551789,C169460222,1.771966083426156
C184551789,C114614502,1.5092687724122928
C184551789,C124148022,1.771966083426156
C184551789,C199539241,1.2091671439118796
C184551789,C177148314,1.5092687724122928
C184551789,C192061203,0.9479778873476555
C184551789,C17744445,1.2091671439118796
C184551789,C142465778,1.2091671439118796
C184551789,C130787639,1.2091671439118796
C131017901,C44280652,1.471864454925743
C131017901,C159317903,1.471864454925743
C131017901,C24495805,2.0387379702407635
C131017901,C41241483,2.0387379702407635
C131017901,C45483111,2.0387379702407635
C131017901,C121040770,2.0387379702407635
C131017901,C23576306,1.471864454925743
C131017901,C2778361524,1.471864454925743
C131017901,C139356082,2.0387379702407635
C131017901,C43682372,2.0387379702407635
C131017901,C179061269,2.2927643669457867
C131017901,C80444323,4.901664437936493
C131017901,C120665830,1.471864454925743
C131017901,C137019171,3.9863153995816747
C131017901,C151201525,1.471864454925743
C131017901,C134306372,3.4797650994109537
C131017901,C181543814,1.471864454925743
C131017901,C64775481,2.0387379702407635
C131017901,C31402856,2.2927643669457867
C131017901,C15190523,2.2927643669457867
C131017901,C187486625,2.0387379702407635
C131017901,C68717125,1.471864454925743
C131017901,C203087015,2.8830615811722904
C131017901,C12296473,1.471864454925743
C131017901,C59500034,3.171772617416461
C131017901,C29248071,2.2927643669457867
C131017901,C144271403,2.2927643669457867
C131017901,C45374587,2.2927643669457867
C131017901,C94375191,3.171772617416461
C131017901,C131671149,2.2927643669457867
C131017901,C11255438,2.839040170010983
C131017901,C166689943,1.471864454925743
C131017901,C180214583,1.471864454925743
C131017901,C177148314,3.2170677883970904
C131017901,C192061203,2.2927643669457867
C131017901,C142465778,3.171772617416461
C102565666,C44280652,1.2091671439118798
C102565666,C159317903,1.2091671439118798
C102565666,C24495805,0.9479778873476555
C102565666,C41241483,0.9479778873476555
C102565666,C45483111,0.9479778873476555
C102565666,C121040770,0.9479778873476555
C102565666,C23576306,1.2091671439118798
C102565666,C2778361524,1.2091671439118798
C102565666,C139356082,0.9479778873476555
C102565666,C43682372,0.9479778873476555
C102565666,C179061269,1.7482800871178754
C102565666,C80444323,3.491975366139584
C102565666,C120665830,1.2091671439118798
C102565666,C137019171,2.576626327784766
C102565666,C151201525,1.2091671439118798
C102565666,C134306372,3.2170677883970904
C102565666,C181543814,1.2091671439118798
C102565666,C64775481,0.9479778873476555
C102565666,C31402856,1.7482800871178754
C102565666,C15190523,1.7482800871178754
C102565666,C187486625,0.9479778873476555
C102565666,C68717125,1.2091671439118798
C102565666,C203087015,1.4733725093753818
C102565666,C51003876,3.1740535071222507
C102565666,C12296473,1.2091671439118798
C102565666,C15184713,2.9128642505580267
C102565666,C59500034,2.3017187500422724
C102565666,C29248071,1.7482800871178754
C102565666,C144271403,1.7482800871178754
C102565666,C190463098,3.1740535071222507
C102565666,C45374587,1.7482800871178754
C102565666,C94375191,2.3017187500422724
C102565666,C131671149,1.7482800871178754
C102565666,C190474826,3.1740535071222507
C102565666,C11255438,1.7482800871178754
C102565666,C166689943,1.2091671439118798
C102565666,C180214583,1.2091671439118798
C102565666,C177148314,3.2170677883970904
C102565666,C169699857,3.1740535071222507
C102565666,C192061203,1.7482800871178754
C102565666,C142465778,2.3017187500422724
C199360897,C44280652,1.2091671439118798
C199360897,C159317903,1.2091671439118798
C199360897,C24495805,0.9479778873476555
C199360897,C41241483,0.9479778873476555
C199360897,C45483111,0.9479778873476555
C199360897,C121040770,0.9479778873476555
C199360897,C23576306,1.2091671439118798
C199360897,C2778361524,1.2091671439118798
C199360897,C139356082,0.9479778873476555
C199360897,C43682372,0.9479778873476555
C199360897,C179061269,1.7482800871178754
C199360897,C80444323,3.491975366139584
C199360897,C120665830,1.2091671439118798
C199360897,C137019171,2.576626327784766
C199360897,C151201525,1.2091671439118798
C199360897,C134306372,3.2170677883970904
C199360897,C181543814,1.2091671439118798
C199360897,C64775481,0.9479778873476555
C199360897,C31402856,1.7482800871178754
C199360897,C15190523,1.7482800871178754
C199360897,C187486625,0.9479778873476555
C199360897,C68717125,1.2091671439118798
C199360897,C203087015,1.4733725093753818
C199360897,C51003876,3.1740535071222507
C199360897,C12296473,1.2091671439118798
C199360897,C15184713,2.9128642505580267
C199360897,C59500034,2.3017187500422724
C199360897,C29248071,1.7482800871178754
C199360897,C144271403,1.7482800871178754
C199360897,C190463098,3.1740535071222507
C199360897,C45374587,1.7482800871178754
C199360897,C94375191,2.3017187500422724
C199360897,C131671149,1.7482800871178754
C199360897,C190474826,3.1740535071222507
C199360897,C11255438,1.7482800871178754
C199360897,C166689943,1.2091671439118798
C199360897,C180214583,1.2091671439118798
C199360897,C177148314,3.2170677883970904
C199360897,C169699857,3.1740535071222507
C199360897,C192061203,1.7482800871178754
C199360897,C142465778,2.3017187500422724
C44280652,C24495805,1.2106751983615185
C44280652,C41241483,1.2106751983615185
C44280652,C45483111,1.2106751983615185
C44280652,C121040770,1.2106751983615185
C44280652,C139356082,1.2106751983615185
C44280652,C43682372,1.2106751983615185
C44280652,C179061269,0.9479778873476555
C44280652,C67820243,1.2091671439118796
C44280652,C80444323,1.771966083426156
C44280652,C137019171,1.4718644549257427
C44280652,C64775481,1.2106751983615185
C44280652,C31402856,0.9479778873476555
C44280652,C15190523,0.9479778873476555
C44280652,C187486625,1.2106751983615185
C44280652,C203087015,1.2106751983615185
C44280652,C51003876,1.4718644549257427
C44280652,C126255220,1.2091671439118796
C44280652,C41008148,1.771966083426156
C44280652,C59500034,1.2091671439118796
C44280652,C15184713,1.2106751983615185
C44280652,C58849907,1.771966083426156
C44280652,C29248071,0.9479778873476555
C44280652,C144271403,0.9479778873476555
C44280652,C184720557,1.5092687724122928
C44280652,C190463098,1.4718644549257427
C44280652,C45374587,0.9479778873476555
C44280652,C94375191,1.2091671439118796
C44280652,C131671149,0.9479778873476555
C44280652,C190474826,1.4718644549257427
C44280652,C11413529,1.4718644549257427
C44280652,C11255438,1.2106751983615185
