https://openalex.org/C186468114,https://openalex.org/C186468114,1997,30
https://openalex.org/C186468114,https://openalex.org/C91717678,1997,30
https://openalex.org/C186468114,https://openalex.org/C187486625,1997,34
https://openalex.org/C186468114,https://openalex.org/C41241483,1997,19
https://openalex.org/C186468114,https://openalex.org/C51003876,1997,17
https://openalex.org/C41241483,https://openalex.org/C91717678,1997,9
https://openalex.org/C187486625,https://openalex.org/C41241483,1997,11
https://openalex.org/C41241483,https://openalex.org/C41241483,1997,6
https://openalex.org/C41241483,https://openalex.org/C51003876,1997,11
https://openalex.org/C51003876,https://openalex.org/C91717678,1997,5
https://openalex.org/C187486625,https://openalex.org/C51003876,1997,6
https://openalex.org/C51003876,https://openalex.org/C51003876,1997,6
https://openalex.org/C186468114,https://openalex.org/C190463098,1997,20
https://openalex.org/C190463098,https://openalex.org/C91717678,1997,10
https://openalex.org/C187486625,https://openalex.org/C190463098,1997,17
https://openalex.org/C190463098,https://openalex.org/C41241483,1997,6
https://openalex.org/C190463098,https://openalex.org/C51003876,1997,5
https://openalex.org/C186468114,https://openalex.org/C69497775,1997,8
https://openalex.org/C69497775,https://openalex.org/C91717678,1997,4
https://openalex.org/C187486625,https://openalex.org/C69497775,1997,3
https://openalex.org/C41241483,https://openalex.org/C69497775,1997,4
https://openalex.org/C51003876,https://openalex.org/C69497775,1997,7
https://openalex.org/C190463098,https://openalex.org/C69497775,1997,3
https://openalex.org/C69497775,https://openalex.org/C69497775,1997,1
https://openalex.org/C186468114,https://openalex.org/C186468114,2014,3
https://openalex.org/C124148022,https://openalex.org/C186468114,2014,4
https://openalex.org/C186468114,https://openalex.org/C51003876,2014,5
https://openalex.org/C119382340,https://openalex.org/C186468114,2014,3
https://openalex.org/C186468114,https://openalex.org/C41241483,2014,1
https://openalex.org/C124148022,https://openalex.org/C41241483,2014,1
https://openalex.org/C41241483,https://openalex.org/C51003876,2014,1
https://openalex.org/C119382340,https://openalex.org/C41241483,2014,1
https://openalex.org/C124148022,https://openalex.org/C51003876,2014,3
https://openalex.org/C51003876,https://openalex.org/C51003876,2014,2
https://openalex.org/C119382340,https://openalex.org/C51003876,2014,2
https://openalex.org/C186468114,https://openalex.org/C190463098,2014,3
https://openalex.org/C124148022,https://openalex.org/C190463098,2014,3
https://openalex.org/C190463098,https://openalex.org/C51003876,2014,3
https://openalex.org/C119382340,https://openalex.org/C190463098,2014,3
https://openalex.org/C186468114,https://openalex.org/C69497775,2014,1
https://openalex.org/C124148022,https://openalex.org/C69497775,2014,1
https://openalex.org/C51003876,https://openalex.org/C69497775,2014,1
https://openalex.org/C119382340,https://openalex.org/C69497775,2014,1
https://openalex.org/C186468114,https://openalex.org/C186468114,1999,22
https://openalex.org/C186468114,https://openalex.org/C91717678,1999,25
https://openalex.org/C118704821,https://openalex.org/C186468114,1999,16
https://openalex.org/C154255573,https://openalex.org/C186468114,1999,18
https://openalex.org/C186468114,https://openalex.org/C187486625,1999,22
https://openalex.org/C186468114,https://openalex.org/C19271316,1999,20
https://openalex.org/C186468114,https://openalex.org/C187678412,1999,18
https://openalex.org/C186468114,https://openalex.org/C41241483,1999,6
https://openalex.org/C41241483,https://openalex.org/C91717678,1999,3
https://openalex.org/C118704821,https://openalex.org/C41241483,1999,2
https://openalex.org/C154255573,https://openalex.org/C41241483,1999,2
https://openalex.org/C187486625,https://openalex.org/C41241483,1999,4
https://openalex.org/C19271316,https://openalex.org/C41241483,1999,2
https://openalex.org/C187678412,https://openalex.org/C41241483,1999,2
https://openalex.org/C186468114,https://openalex.org/C51003876,1999,6
https://openalex.org/C51003876,https://openalex.org/C91717678,1999,6
https://openalex.org/C118704821,https://openalex.org/C51003876,1999,6
https://openalex.org/C154255573,https://openalex.org/C51003876,1999,6
https://openalex.org/C187486625,https://openalex.org/C51003876,1999,6
https://openalex.org/C19271316,https://openalex.org/C51003876,1999,6
https://openalex.org/C187678412,https://openalex.org/C51003876,1999,6
https://openalex.org/C186468114,https://openalex.org/C190463098,1999,14
https://openalex.org/C190463098,https://openalex.org/C91717678,1999,10
https://openalex.org/C118704821,https://openalex.org/C190463098,1999,10
https://openalex.org/C154255573,https://openalex.org/C190463098,1999,10
