concept_id,level
https://openalex.org/C2779134260,2
https://openalex.org/C96563100,3
https://openalex.org/C2985130431,2
https://openalex.org/C124967146,3
https://openalex.org/C2776391166,4
https://openalex.org/C544956773,2
https://openalex.org/C108598597,2
https://openalex.org/C7342684,2
https://openalex.org/C78902741,3
https://openalex.org/C2776562923,3
https://openalex.org/C199343813,1
https://openalex.org/C125020911,2
https://openalex.org/C121684516,1
https://openalex.org/C159149176,2
https://openalex.org/C197115733,2
https://openalex.org/C4846943,2
https://openalex.org/C148563202,5
https://openalex.org/C124017977,2
https://openalex.org/C130044071,3
https://openalex.org/C172790937,3
https://openalex.org/C19275194,2
https://openalex.org/C2779832538,3
https://openalex.org/C190502265,3
https://openalex.org/C2781190263,4
https://openalex.org/C71976986,3
https://openalex.org/C139807058,2
https://openalex.org/C75413324,2
https://openalex.org/C92957085,3
https://openalex.org/C198459414,5
https://openalex.org/C17435862,2
https://openalex.org/C2780617661,2
https://openalex.org/C187064257,2
https://openalex.org/C40071531,3
https://openalex.org/C105923489,2
https://openalex.org/C2985906921,2
https://openalex.org/C43413943,5
https://openalex.org/C132771110,2
https://openalex.org/C138331895,2
https://openalex.org/C193812863,4
https://openalex.org/C204348804,5
https://openalex.org/C164319782,2
https://openalex.org/C2776330181,2
https://openalex.org/C2776836400,2
https://openalex.org/C46681722,2
https://openalex.org/C521822307,2
https://openalex.org/C34413123,3
https://openalex.org/C2781448156,2
https://openalex.org/C2780360823,3
https://openalex.org/C87023908,3
https://openalex.org/C4935549,3
https://openalex.org/C127576917,2
https://openalex.org/C2780154230,2
https://openalex.org/C109839438,3
https://openalex.org/C38710091,2
https://openalex.org/C25016198,2
https://openalex.org/C74750220,2
https://openalex.org/C11848077,3
https://openalex.org/C186541917,2
https://openalex.org/C42196554,4
https://openalex.org/C95444343,1
https://openalex.org/C158338273,3
https://openalex.org/C200717178,5
https://openalex.org/C184665706,3
https://openalex.org/C48490523,3
https://openalex.org/C101468663,2
https://openalex.org/C121704057,2
https://openalex.org/C2779030575,3
https://openalex.org/C11821877,2
https://openalex.org/C132943942,2
https://openalex.org/C192576344,3
https://openalex.org/C11731999,3
https://openalex.org/C121955636,1
https://openalex.org/C2781402376,3
https://openalex.org/C65595194,4
https://openalex.org/C137610916,3
https://openalex.org/C95086748,4
https://openalex.org/C162954803,2
https://openalex.org/C107038049,1
https://openalex.org/C75564084,3
https://openalex.org/C22507642,2
https://openalex.org/C160873635,3
https://openalex.org/C58471807,2
https://openalex.org/C133905733,3
https://openalex.org/C177099042,3
https://openalex.org/C94523657,3
https://openalex.org/C2078106,2
https://openalex.org/C96835668,3
https://openalex.org/C202491316,2
https://openalex.org/C73361133,2
https://openalex.org/C2775896111,2
https://openalex.org/C147176958,1
https://openalex.org/C41091548,3
https://openalex.org/C147343967,3
https://openalex.org/C500551929,2
https://openalex.org/C169903001,2
https://openalex.org/C101053622,4
https://openalex.org/C83042744,3
https://openalex.org/C28490314,1
https://openalex.org/C39757861,2
https://openalex.org/C50230483,5
https://openalex.org/C50644808,2
https://openalex.org/C33566652,2
https://openalex.org/C2776784348,3
https://openalex.org/C99692599,2
https://openalex.org/C2777042071,2
https://openalex.org/C141071460,1
https://openalex.org/C113174947,2
https://openalex.org/C94375191,1
https://openalex.org/C32455479,3
https://openalex.org/C3469331,3
https://openalex.org/C2778460333,3
https://openalex.org/C63435697,3
https://openalex.org/C71745522,2
https://openalex.org/C170154142,1
https://openalex.org/C65180967,2
https://openalex.org/C37727645,4
https://openalex.org/C141404830,3
https://openalex.org/C111168008,3
https://openalex.org/C66938386,1
https://openalex.org/C87456703,2
https://openalex.org/C195266298,2
https://openalex.org/C47458137,2
https://openalex.org/C24424167,2
https://openalex.org/C78944582,4
https://openalex.org/C184748400,2
https://openalex.org/C166124518,2
https://openalex.org/C2778000800,3
https://openalex.org/C193201615,3
https://openalex.org/C103093684,5
https://openalex.org/C56273599,3
https://openalex.org/C201645570,3
https://openalex.org/C161999928,2
https://openalex.org/C206008964,3
https://openalex.org/C2778252132,3
https://openalex.org/C92630104,2
https://openalex.org/C48903430,3
https://openalex.org/C174440990,2
https://openalex.org/C2780861071,2
https://openalex.org/C2776245389,2
https://openalex.org/C2781126634,4
https://openalex.org/C21651689,3
https://openalex.org/C2778204307,4
https://openalex.org/C75473681,1
https://openalex.org/C8038995,2
https://openalex.org/C35341882,3
https://openalex.org/C53143962,3
https://openalex.org/C77052588,2
https://openalex.org/C159718280,3
https://openalex.org/C197657726,3
https://openalex.org/C134066672,3
https://openalex.org/C2777759810,3
https://openalex.org/C127774322,2
https://openalex.org/C178596936,3
https://openalex.org/C107923615,4
https://openalex.org/C2781311116,2
https://openalex.org/C52765159,2
https://openalex.org/C138230450,3
https://openalex.org/C134962289,4
https://openalex.org/C43588577,2
https://openalex.org/C2780560020,2
https://openalex.org/C100752768,2
https://openalex.org/C2776482091,3
https://openalex.org/C2779742542,3
https://openalex.org/C68466655,3
https://openalex.org/C161627479,5
https://openalex.org/C2988416141,2
https://openalex.org/C13274807,2
https://openalex.org/C122907437,5
https://openalex.org/C2778249326,3
https://openalex.org/C2776608160,2
https://openalex.org/C174348530,2
https://openalex.org/C168291704,5
https://openalex.org/C187640670,4
https://openalex.org/C99874945,2
https://openalex.org/C149364088,4
https://openalex.org/C104317684,2
https://openalex.org/C53942344,2
https://openalex.org/C58849907,4
https://openalex.org/C149441793,2
https://openalex.org/C205372480,2
https://openalex.org/C102290492,2
https://openalex.org/C200274948,4
https://openalex.org/C188058453,4
https://openalex.org/C198927703,3
https://openalex.org/C147581598,2
https://openalex.org/C2780614964,2
https://openalex.org/C2779478453,2
https://openalex.org/C206736587,3
https://openalex.org/C122357587,3
https://openalex.org/C37589322,2
https://openalex.org/C2780784121,4
https://openalex.org/C2780517372,3
https://openalex.org/C41610221,3
https://openalex.org/C133731056,1
https://openalex.org/C101738243,3
https://openalex.org/C114504821,3
https://openalex.org/C120174047,2
https://openalex.org/C28767586,4
https://openalex.org/C95831776,2
https://openalex.org/C2779463800,2
https://openalex.org/C149091818,3
https://openalex.org/C4937899,2
https://openalex.org/C51795389,5
https://openalex.org/C116674579,2
https://openalex.org/C35222485,5
https://openalex.org/C159423971,2
https://openalex.org/C2778923194,3
https://openalex.org/C107464732,3
https://openalex.org/C2681867,2
https://openalex.org/C129763632,2
https://openalex.org/C105063144,4
https://openalex.org/C171752962,2
https://openalex.org/C186348414,2
https://openalex.org/C205778803,2
https://openalex.org/C170295934,3
https://openalex.org/C200127275,2
https://openalex.org/C143409427,2
https://openalex.org/C89600930,2
https://openalex.org/C102192266,4
https://openalex.org/C206343339,3
https://openalex.org/C17685861,2
https://openalex.org/C182498248,3
https://openalex.org/C12707504,3
https://openalex.org/C34320192,3
https://openalex.org/C3017413879,3
https://openalex.org/C199185054,2
https://openalex.org/C160623529,2
https://openalex.org/C65620979,2
https://openalex.org/C2983407661,3
https://openalex.org/C125257309,2
https://openalex.org/C206755178,2
https://openalex.org/C193702766,2
https://openalex.org/C22149727,4
https://openalex.org/C145671259,3
https://openalex.org/C31548570,4
https://openalex.org/C2983725658,2
https://openalex.org/C39482219,2
https://openalex.org/C2781270358,2
https://openalex.org/C23690007,2
https://openalex.org/C42355184,3
https://openalex.org/C151927369,3
https://openalex.org/C206611041,3
https://openalex.org/C2776034682,2
https://openalex.org/C164418477,4
https://openalex.org/C153715457,2
https://openalex.org/C32220436,2
https://openalex.org/C98359873,5
https://openalex.org/C164705383,1
https://openalex.org/C174086752,3
https://openalex.org/C97900337,3
https://openalex.org/C179371143,3
https://openalex.org/C105580179,3
https://openalex.org/C187192777,5
https://openalex.org/C84498859,2
https://openalex.org/C2778183165,3
https://openalex.org/C95439218,2
https://openalex.org/C158008952,4
https://openalex.org/C164602753,3
https://openalex.org/C58013763,3
https://openalex.org/C67953723,2
https://openalex.org/C153874254,2
https://openalex.org/C544738498,3
https://openalex.org/C163681178,3
https://openalex.org/C2778022156,2
https://openalex.org/C8764922,3
https://openalex.org/C67560290,4
https://openalex.org/C36941000,3
https://openalex.org/C2776436953,2
https://openalex.org/C145580432,5
https://openalex.org/C2777431650,3
https://openalex.org/C167063184,3
https://openalex.org/C530198007,2
https://openalex.org/C82178898,3
https://openalex.org/C148651041,3
https://openalex.org/C534932454,2
https://openalex.org/C171146098,1
https://openalex.org/C56552780,5
https://openalex.org/C84114770,2
https://openalex.org/C102931765,2
https://openalex.org/C546029482,2
https://openalex.org/C78153596,3
https://openalex.org/C202887219,3
https://openalex.org/C107706756,2
https://openalex.org/C14279187,3
https://openalex.org/C154954056,2
https://openalex.org/C113843644,4
https://openalex.org/C70518039,2
https://openalex.org/C131521367,2
https://openalex.org/C33762810,2
https://openalex.org/C73648015,3
https://openalex.org/C70335271,5
https://openalex.org/C2776966350,3
https://openalex.org/C127759330,2
https://openalex.org/C71750763,2
https://openalex.org/C2779150439,2
https://openalex.org/C2779379073,3
https://openalex.org/C84392682,2
https://openalex.org/C11171543,1
https://openalex.org/C156005064,2
https://openalex.org/C188045654,2
https://openalex.org/C86610423,2
https://openalex.org/C134261354,2
https://openalex.org/C74187038,2
https://openalex.org/C10551718,2
https://openalex.org/C137343475,4
https://openalex.org/C51323132,2
https://openalex.org/C155940,3
https://openalex.org/C96035792,2
https://openalex.org/C30202268,4
https://openalex.org/C178911571,3
https://openalex.org/C138959212,3
https://openalex.org/C163561899,3
https://openalex.org/C13200473,2
https://openalex.org/C2781235587,3
https://openalex.org/C2775928411,3
https://openalex.org/C186370098,2
https://openalex.org/C2779267917,2
https://openalex.org/C2780762811,3
https://openalex.org/C77088390,1
https://openalex.org/C153180980,2
https://openalex.org/C2781241145,3
https://openalex.org/C67900680,3
https://openalex.org/C58489278,2
https://openalex.org/C2778775528,2
https://openalex.org/C64389972,2
https://openalex.org/C22393281,4
https://openalex.org/C133654230,2
https://openalex.org/C187612029,4
https://openalex.org/C57795399,4
https://openalex.org/C61349858,5
https://openalex.org/C2778445095,2
https://openalex.org/C186060115,1
https://openalex.org/C2780864053,3
https://openalex.org/C127635394,2
https://openalex.org/C150072547,2
https://openalex.org/C2777052490,2
https://openalex.org/C175801342,2
https://openalex.org/C119321828,3
https://openalex.org/C106289968,3
https://openalex.org/C153782549,2
https://openalex.org/C2780147050,3
https://openalex.org/C2779010991,2
https://openalex.org/C18969341,2
https://openalex.org/C2984118289,3
https://openalex.org/C169460222,4
https://openalex.org/C18073261,3
https://openalex.org/C207267971,2
https://openalex.org/C120068334,3
https://openalex.org/C9357733,2
https://openalex.org/C122770356,2
https://openalex.org/C204591131,3
https://openalex.org/C2781007278,3
