source,target,weight,citation_sum_year,citation_sum_year2
quantum_channel,amplitude_damping_channel,74,131.0,319.0
quantum_capacity,amplitude_damping_channel,51,72.0,172.0
quantum_network,amplitude_damping_channel,79,139.0,344.0
quantum_network,bell_state,46,36.0,125.0
quantum_channel,classical_capacity,41,69.0,143.0
quantum_network,classical_capacity,41,69.0,143.0
quantum_network,cluster_state,47,102.0,323.0
quantum_network,controlled_not_gate,38,55.0,176.0
quantum_metrology,heisenberg_limit,37,32.0,135.0
quantum_network,heisenberg_limit,41,26.0,124.0
quantum_network,multipartite,49,56.0,160.0
squashed_entanglement,multipartite_entanglement,50,60.0,187.0
quantum_network,multipartite_entanglement,50,60.0,187.0
quantum_network,one-way_quantum_computer,43,51.0,135.0
quantum_imaging,photon_entanglement,61,169.0,523.0
quantum_technology,photon_entanglement,45,102.0,343.0
quantum_information_science,photon_entanglement,50,138.0,460.0
quantum_sensor,photon_entanglement,74,131.0,504.0
spontaneous_parametric_down-conversion,photon_entanglement,38,63.0,249.0
quantum_network,photon_entanglement,140,285.0,1035.0
quantum_discord,quantum_capacity,38,44.0,112.0
amplitude_damping_channel,quantum_capacity,51,72.0,172.0
quantum_information_science,quantum_capacity,55,114.0,232.0
quantum_channel,quantum_capacity,120,202.0,427.0
quantum_error_correction,quantum_capacity,48,68.0,198.0
quantum_network,quantum_capacity,162,272.0,623.0
quantum_technology,quantum_channel,71,77.0,222.0
teleportation,quantum_channel,87,68.0,239.0
quantum_teleportation,quantum_channel,151,141.0,441.0
superdense_coding,quantum_channel,56,72.0,226.0
quantum_error_correction,quantum_channel,51,42.0,144.0
quantum_sensor,quantum_channel,52,58.0,204.0
quantum_cryptography,quantum_channel,44,57.0,169.0
quantum_information_science,quantum_channel,164,286.0,800.0
quantum_discord,quantum_channel,39,45.0,100.0
classical_capacity,quantum_channel,41,69.0,143.0
amplitude_damping_channel,quantum_channel,74,131.0,319.0
quantum_network,quantum_channel,384,472.0,1377.0
quantum_capacity,quantum_channel,120,202.0,427.0
quantum_error_correction,quantum_circuit,66,54.0,162.0
quantum_gate,quantum_circuit,88,111.0,356.0
quantum_network,quantum_circuit,238,547.0,1337.0
quantum_technology,quantum_cryptography,43,40.0,134.0
quantum_channel,quantum_cryptography,44,57.0,169.0
quantum_information_science,quantum_cryptography,71,94.0,293.0
quantum_network,quantum_cryptography,158,160.0,581.0
quantum_sensor,quantum_discord,46,65.0,248.0
quantum_metrology,quantum_discord,43,79.0,260.0
quantum_channel,quantum_discord,39,45.0,100.0
quantum_capacity,quantum_discord,38,44.0,112.0
quantum_network,quantum_discord,108,129.0,394.0
quantum_channel,quantum_error_correction,51,42.0,144.0
quantum_technology,quantum_error_correction,80,132.0,483.0
quantum_circuit,quantum_error_correction,66,54.0,162.0
quantum_sensor,quantum_error_correction,39,85.0,264.0
quantum_gate,quantum_error_correction,65,60.0,221.0
quantum_capacity,quantum_error_correction,48,68.0,198.0
quantum_network,quantum_error_correction,256,352.0,1119.0
quantum_circuit,quantum_gate,88,111.0,356.0
quantum_error_correction,quantum_gate,65,60.0,221.0
quantum_network,quantum_gate,140,181.0,599.0
quantum_metrology,quantum_imaging,42,50.0,172.0
photon_entanglement,quantum_imaging,61,169.0,523.0
quantum_technology,quantum_imaging,118,278.0,1019.0
quantum_information_science,quantum_imaging,87,266.0,912.0
quantum_network,quantum_imaging,253,470.0,1618.0
quantum_sensor,quantum_imaging,138,310.0,1058.0
photon_entanglement,quantum_information_science,50,138.0,460.0
quantum_channel,quantum_information_science,164,286.0,800.0
quantum_sensor,quantum_information_science,125,317.0,1054.0
quantum_imaging,quantum_information_science,87,266.0,912.0
quantum_capacity,quantum_information_science,55,114.0,232.0
quantum_teleportation,quantum_information_science,81,110.0,336.0
quantum_cryptography,quantum_information_science,71,94.0,293.0
quantum_network,quantum_information_science,430,761.0,2423.0
quantum_metrology,quantum_information_science,43,91.0,258.0
quantum_technology,quantum_information_science,153,321.0,1069.0
quantum_network,quantum_machine_learning,52,238.0,492.0
quantum_network,quantum_memory,50,51.0,139.0
quantum_imaging,quantum_metrology,42,50.0,172.0
quantum_discord,quantum_metrology,43,79.0,260.0
quantum_sensor,quantum_metrology,136,173.0,580.0
quantum_technology,quantum_metrology,75,114.0,338.0
quantum_information_science,quantum_metrology,43,91.0,258.0
heisenberg_limit,quantum_metrology,37,32.0,135.0
quantum_network,quantum_metrology,276,367.0,1099.0
multipartite,quantum_network,49,56.0,160.0
quantum_memory,quantum_network,50,51.0,139.0
one-way_quantum_computer,quantum_network,43,51.0,135.0
teleportation,quantum_network,87,68.0,239.0
superdense_coding,quantum_network,63,73.0,229.0
quantum_operation,quantum_network,50,46.0,130.0
photon_entanglement,quantum_network,140,285.0,1035.0
spontaneous_parametric_down-conversion,quantum_network,69,91.0,332.0
quantum_phase_estimation_algorithm,quantum_network,61,40.0,143.0
quantum_sort,quantum_network,46,159.0,334.0
controlled_not_gate,quantum_network,38,55.0,176.0
classical_capacity,quantum_network,41,69.0,143.0
amplitude_damping_channel,quantum_network,79,139.0,344.0
quantum_process,quantum_network,50,81.0,168.0
quantum_imaging,quantum_network,253,470.0,1618.0
quantum_teleportation,quantum_network,251,349.0,1096.0
bell_state,quantum_network,46,36.0,125.0
quantum_discord,quantum_network,108,129.0,394.0
quantum_sensor,quantum_network,509,952.0,3127.0
quantum_simulator,quantum_network,70,195.0,797.0
quantum_machine_learning,quantum_network,52,238.0,492.0
quantum_technology,quantum_network,430,1019.0,3281.0
quantum_information_science,quantum_network,430,761.0,2423.0
w_state,quantum_network,67,64.0,228.0
squashed_entanglement,quantum_network,59,67.0,200.0
quantum_metrology,quantum_network,276,367.0,1099.0
multipartite_entanglement,quantum_network,50,60.0,187.0
heisenberg_limit,quantum_network,41,26.0,124.0
cluster_state,quantum_network,47,102.0,323.0
quantum_channel,quantum_network,384,472.0,1377.0
quantum_gate,quantum_network,140,181.0,599.0
quantum_error_correction,quantum_network,256,352.0,1119.0
quantum_capacity,quantum_network,162,272.0,623.0
quantum_circuit,quantum_network,238,547.0,1337.0
quantum_cryptography,quantum_network,158,160.0,581.0
quantum_network,quantum_operation,50,46.0,130.0
quantum_network,quantum_phase_estimation_algorithm,61,40.0,143.0
quantum_network,quantum_process,50,81.0,168.0
quantum_channel,quantum_sensor,52,58.0,204.0
quantum_discord,quantum_sensor,46,65.0,248.0
photon_entanglement,quantum_sensor,74,131.0,504.0
quantum_technology,quantum_sensor,220,612.0,1990.0
quantum_information_science,quantum_sensor,125,317.0,1054.0
quantum_error_correction,quantum_sensor,39,85.0,264.0
quantum_imaging,quantum_sensor,138,310.0,1058.0
quantum_metrology,quantum_sensor,136,173.0,580.0
quantum_network,quantum_sensor,509,952.0,3127.0
quantum_network,quantum_simulator,70,195.0,797.0
quantum_network,quantum_sort,46,159.0,334.0
quantum_teleportation,quantum_technology,64,137.0,433.0
quantum_cryptography,quantum_technology,43,40.0,134.0
photon_entanglement,quantum_technology,45,102.0,343.0
quantum_channel,quantum_technology,71,77.0,222.0
quantum_sensor,quantum_technology,220,612.0,1990.0
quantum_error_correction,quantum_technology,80,132.0,483.0
quantum_imaging,quantum_technology,118,278.0,1019.0
quantum_network,quantum_technology,430,1019.0,3281.0
quantum_metrology,quantum_technology,75,114.0,338.0
quantum_information_science,quantum_technology,153,321.0,1069.0
w_state,quantum_teleportation,41,33.0,150.0
quantum_technology,quantum_teleportation,64,137.0,433.0
teleportation,quantum_teleportation,87,68.0,239.0
superdense_coding,quantum_teleportation,57,72.0,226.0
quantum_channel,quantum_teleportation,151,141.0,441.0
quantum_information_science,quantum_teleportation,81,110.0,336.0
quantum_network,quantum_teleportation,251,349.0,1096.0
photon_entanglement,spontaneous_parametric_down-conversion,38,63.0,249.0
quantum_network,spontaneous_parametric_down-conversion,69,91.0,332.0
multipartite_entanglement,squashed_entanglement,50,60.0,187.0
quantum_network,squashed_entanglement,59,67.0,200.0
teleportation,superdense_coding,44,38.0,138.0
quantum_teleportation,superdense_coding,57,72.0,226.0
quantum_channel,superdense_coding,56,72.0,226.0
quantum_network,superdense_coding,63,73.0,229.0
quantum_teleportation,teleportation,87,68.0,239.0
superdense_coding,teleportation,44,38.0,138.0
quantum_channel,teleportation,87,68.0,239.0
quantum_network,teleportation,87,68.0,239.0
quantum_teleportation,w_state,41,33.0,150.0
quantum_network,w_state,67,64.0,228.0
