source,target,weight,citation_sum_year,citation_sum_year2
quantum_channel,amplitude_damping_channel,48,35.0,112.0
quantum_capacity,amplitude_damping_channel,34,34.0,111.0
quantum_network,amplitude_damping_channel,53,37.0,134.0
quantum_network,cluster_state,30,21.0,128.0
quantum_network,controlled_not_gate,31,25.0,111.0
quantum_information_science,photon_entanglement,30,47.0,205.0
quantum_sensor,photon_entanglement,32,20.0,94.0
quantum_network,photon_entanglement,68,61.0,292.0
quantum_error_correction,quantum_capacity,40,60.0,209.0
amplitude_damping_channel,quantum_capacity,34,34.0,111.0
quantum_information_science,quantum_capacity,44,68.0,167.0
quantum_channel,quantum_capacity,74,57.0,183.0
quantum_network,quantum_capacity,109,147.0,445.0
quantum_error_correction,quantum_channel,32,16.0,53.0
amplitude_damping_channel,quantum_channel,48,35.0,112.0
quantum_technology,quantum_channel,35,24.0,119.0
quantum_sensor,quantum_channel,33,72.0,216.0
superdense_coding,quantum_channel,42,37.0,168.0
teleportation,quantum_channel,63,47.0,244.0
quantum_teleportation,quantum_channel,106,92.0,401.0
quantum_information_science,quantum_channel,96,121.0,457.0
quantum_cryptography,quantum_channel,36,24.0,91.0
quantum_capacity,quantum_channel,74,57.0,183.0
quantum_network,quantum_channel,228,205.0,772.0
quantum_gate,quantum_circuit,43,26.0,132.0
quantum_network,quantum_circuit,57,30.0,154.0
quantum_information_science,quantum_cryptography,43,34.0,121.0
quantum_channel,quantum_cryptography,36,24.0,91.0
quantum_network,quantum_cryptography,85,70.0,251.0
quantum_metrology,quantum_discord,33,60.0,188.0
quantum_sensor,quantum_discord,41,68.0,212.0
quantum_network,quantum_discord,70,89.0,276.0
quantum_channel,quantum_error_correction,32,16.0,53.0
quantum_capacity,quantum_error_correction,40,60.0,209.0
quantum_technology,quantum_error_correction,32,55.0,223.0
quantum_gate,quantum_error_correction,30,27.0,143.0
quantum_network,quantum_error_correction,122,120.0,509.0
quantum_error_correction,quantum_gate,30,27.0,143.0
quantum_circuit,quantum_gate,43,26.0,132.0
quantum_network,quantum_gate,67,52.0,258.0
quantum_technology,quantum_imaging,50,13.0,123.0
quantum_sensor,quantum_imaging,74,35.0,233.0
quantum_information_science,quantum_imaging,32,6.0,56.0
quantum_network,quantum_imaging,134,65.0,345.0
photon_entanglement,quantum_information_science,30,47.0,205.0
quantum_teleportation,quantum_information_science,51,68.0,311.0
quantum_imaging,quantum_information_science,32,6.0,56.0
quantum_technology,quantum_information_science,67,141.0,515.0
quantum_sensor,quantum_information_science,61,151.0,531.0
quantum_cryptography,quantum_information_science,43,34.0,121.0
quantum_channel,quantum_information_science,96,121.0,457.0
quantum_capacity,quantum_information_science,44,68.0,167.0
quantum_network,quantum_information_science,208,299.0,1135.0
quantum_network,quantum_memory,50,22.0,83.0
quantum_discord,quantum_metrology,33,60.0,188.0
quantum_technology,quantum_metrology,45,61.0,224.0
quantum_sensor,quantum_metrology,79,95.0,343.0
quantum_network,quantum_metrology,147,122.0,478.0
amplitude_damping_channel,quantum_network,53,37.0,134.0
spontaneous_parametric_down-conversion,quantum_network,43,13.0,86.0
quantum_error_correction,quantum_network,122,120.0,509.0
quantum_memory,quantum_network,50,22.0,83.0
quantum_gate,quantum_network,67,52.0,258.0
controlled_not_gate,quantum_network,31,25.0,111.0
superdense_coding,quantum_network,47,43.0,188.0
teleportation,quantum_network,63,47.0,244.0
quantum_simulator,quantum_network,32,7.0,31.0
quantum_imaging,quantum_network,134,65.0,345.0
quantum_technology,quantum_network,212,240.0,1013.0
quantum_sensor,quantum_network,263,284.0,1080.0
quantum_discord,quantum_network,70,89.0,276.0
quantum_metrology,quantum_network,147,122.0,478.0
w_state,quantum_network,42,50.0,231.0
photon_entanglement,quantum_network,68,61.0,292.0
cluster_state,quantum_network,30,21.0,128.0
quantum_teleportation,quantum_network,158,141.0,665.0
quantum_information_science,quantum_network,208,299.0,1135.0
quantum_cryptography,quantum_network,85,70.0,251.0
quantum_channel,quantum_network,228,205.0,772.0
quantum_capacity,quantum_network,109,147.0,445.0
quantum_circuit,quantum_network,57,30.0,154.0
photon_entanglement,quantum_sensor,32,20.0,94.0
