source,target,weight,citation_sum_year,citation_sum_year2
quantum_capacity,amplitude_damping_channel,43,36.0,114.0
quantum_channel,amplitude_damping_channel,54,40.0,130.0
quantum_network,amplitude_damping_channel,69,54.0,185.0
quantum_network,bb84,39,15.0,82.0
quantum_teleportation,bell_state,36,62.0,148.0
quantum_network,bell_state,48,99.0,254.0
quantum_network,cavity_quantum_electrodynamics,50,120.0,281.0
quantum_network,cluster_state,47,72.0,199.0
quantum_network,controlled_not_gate,41,38.0,140.0
quantum_metrology,heisenberg_limit,52,98.0,317.0
quantum_network,heisenberg_limit,74,106.0,352.0
quantum_network,multipartite,56,103.0,274.0
squashed_entanglement,multipartite_entanglement,47,95.0,251.0
quantum_network,multipartite_entanglement,49,96.0,253.0
quantum_network,one-way_quantum_computer,45,41.0,115.0
quantum_sensor,photon_entanglement,84,74.0,298.0
quantum_imaging,photon_entanglement,60,42.0,161.0
quantum_information_science,photon_entanglement,43,19.0,134.0
spontaneous_parametric_down-conversion,photon_entanglement,41,29.0,125.0
quantum_technology,photon_entanglement,50,66.0,234.0
quantum_network,photon_entanglement,152,164.0,581.0
amplitude_damping_channel,quantum_capacity,43,36.0,114.0
quantum_information_science,quantum_capacity,47,56.0,159.0
quantum_channel,quantum_capacity,89,69.0,202.0
quantum_network,quantum_capacity,133,176.0,484.0
quantum_error_correction,quantum_capacity,41,103.0,293.0
quantum_cryptography,quantum_channel,56,26.0,97.0
teleportation,quantum_channel,103,113.0,382.0
superdense_coding,quantum_channel,79,94.0,364.0
quantum_technology,quantum_channel,59,82.0,396.0
quantum_information_science,quantum_channel,169,165.0,703.0
quantum_capacity,quantum_channel,89,69.0,202.0
quantum_error_correction,quantum_channel,51,33.0,126.0
quantum_teleportation,quantum_channel,174,210.0,743.0
quantum_sensor,quantum_channel,44,25.0,205.0
amplitude_damping_channel,quantum_channel,54,40.0,130.0
quantum_network,quantum_channel,393,376.0,1342.0
quantum_machine_learning,quantum_circuit,40,16.0,71.0
quantum_gate,quantum_circuit,141,137.0,401.0
quantum_technology,quantum_circuit,44,66.0,187.0
quantum_network,quantum_circuit,373,372.0,1160.0
quantum_error_correction,quantum_circuit,81,76.0,236.0
quantum_technology,quantum_cryptography,45,50.0,182.0
quantum_channel,quantum_cryptography,56,26.0,97.0
quantum_information_science,quantum_cryptography,73,69.0,283.0
quantum_network,quantum_cryptography,195,140.0,551.0
quantum_technology,quantum_discord,43,75.0,197.0
quantum_sensor,quantum_discord,67,81.0,259.0
quantum_metrology,quantum_discord,48,100.0,274.0
quantum_network,quantum_discord,134,148.0,488.0
quantum_teleportation,quantum_error_correction,39,17.0,74.0
quantum_sensor,quantum_error_correction,41,41.0,127.0
quantum_gate,quantum_error_correction,74,77.0,216.0
quantum_capacity,quantum_error_correction,41,103.0,293.0
quantum_channel,quantum_error_correction,51,33.0,126.0
quantum_technology,quantum_error_correction,84,147.0,377.0
quantum_network,quantum_error_correction,262,354.0,1033.0
quantum_circuit,quantum_error_correction,81,76.0,236.0
quantum_technology,quantum_gate,38,40.0,87.0
quantum_error_correction,quantum_gate,74,77.0,216.0
