source,target,weight,citation_sum_year,citation_sum_year2
quantum_machine_learning,quantum_network,31,130.0,497.0
quantum_circuit,quantum_network,109,173.0,622.0
cluster_state,quantum_network,33,56.0,320.0
w_state,quantum_network,39,60.0,282.0
one-way_quantum_computer,quantum_network,29,39.0,221.0
teleportation,quantum_network,51,42.0,219.0
superdense_coding,quantum_network,46,39.0,205.0
quantum_gate,quantum_network,70,76.0,314.0
bell_state,quantum_network,44,24.0,119.0
quantum_sort,quantum_network,30,88.0,362.0
quantum_phase_estimation_algorithm,quantum_network,40,58.0,258.0
photon_entanglement,quantum_network,108,102.0,465.0
quantum_metrology,quantum_network,204,203.0,927.0
quantum_information_science,quantum_network,301,398.0,1826.0
quantum_channel,quantum_network,263,250.0,1088.0
quantum_capacity,quantum_network,112,164.0,619.0
squashed_entanglement,quantum_network,29,26.0,113.0
quantum_teleportation,quantum_network,176,224.0,1091.0
quantum_sensor,quantum_network,408,505.0,2399.0
quantum_imaging,quantum_network,201,281.0,1270.0
quantum_discord,quantum_network,76,75.0,306.0
amplitude_damping_channel,quantum_network,58,47.0,172.0
quantum_technology,quantum_network,300,533.0,2344.0
quantum_simulator,quantum_network,37,106.0,348.0
quantum_error_correction,quantum_network,146,199.0,918.0
quantum_cryptography,quantum_network,101,100.0,369.0
quantum_network,quantum_phase_estimation_algorithm,40,58.0,258.0
quantum_information_science,quantum_sensor,113,160.0,827.0
quantum_channel,quantum_sensor,46,38.0,188.0
photon_entanglement,quantum_sensor,55,92.0,389.0
quantum_metrology,quantum_sensor,109,97.0,495.0
quantum_teleportation,quantum_sensor,29,54.0,295.0
quantum_imaging,quantum_sensor,100,205.0,927.0
quantum_discord,quantum_sensor,29,21.0,102.0
quantum_technology,quantum_sensor,168,281.0,1320.0
quantum_network,quantum_sensor,408,505.0,2399.0
quantum_network,quantum_simulator,37,106.0,348.0
quantum_network,quantum_sort,30,88.0,362.0
quantum_channel,quantum_technology,43,32.0,174.0
quantum_information_science,quantum_technology,112,160.0,899.0
quantum_metrology,quantum_technology,52,84.0,325.0
quantum_teleportation,quantum_technology,42,40.0,258.0
quantum_sensor,quantum_technology,168,281.0,1320.0
quantum_imaging,quantum_technology,82,173.0,799.0
quantum_error_correction,quantum_technology,45,43.0,213.0
quantum_network,quantum_technology,300,533.0,2344.0
quantum_information_science,quantum_teleportation,52,90.0,365.0
teleportation,quantum_teleportation,50,42.0,219.0
superdense_coding,quantum_teleportation,42,31.0,170.0
bell_state,quantum_teleportation,35,21.0,102.0
quantum_channel,quantum_teleportation,100,87.0,411.0
quantum_sensor,quantum_teleportation,29,54.0,295.0
quantum_technology,quantum_teleportation,42,40.0,258.0
quantum_network,quantum_teleportation,176,224.0,1091.0
quantum_network,spontaneous_parametric_down-conversion,47,55.0,187.0
quantum_network,squashed_entanglement,29,26.0,113.0
teleportation,superdense_coding,35,30.0,168.0
quantum_channel,superdense_coding,42,31.0,172.0
quantum_teleportation,superdense_coding,42,31.0,170.0
quantum_network,superdense_coding,46,39.0,205.0
superdense_coding,teleportation,35,30.0,168.0
quantum_channel,teleportation,51,42.0,219.0
quantum_teleportation,teleportation,50,42.0,219.0
quantum_network,teleportation,51,42.0,219.0
quantum_network,w_state,39,60.0,282.0
