source,target,weight,citation_sum_year,citation_sum_year2
quantum_capacity,amplitude_damping_channel,34,40.0,116.0
quantum_network,amplitude_damping_channel,48,50.0,167.0
quantum_channel,amplitude_damping_channel,45,50.0,158.0
quantum_network,bell_state,30,29.0,153.0
quantum_capacity,classical_capacity,32,44.0,110.0
quantum_network,classical_capacity,34,44.0,110.0
quantum_channel,classical_capacity,34,44.0,110.0
quantum_gate,controlled_not_gate,28,23.0,98.0
quantum_network,controlled_not_gate,35,26.0,106.0
quantum_network,heisenberg_limit,30,30.0,103.0
quantum_network,multipartite,28,23.0,86.0
squashed_entanglement,multipartite_entanglement,30,41.0,137.0
quantum_network,multipartite_entanglement,31,41.0,137.0
quantum_sensor,photon_entanglement,40,55.0,278.0
quantum_imaging,photon_entanglement,32,35.0,176.0
quantum_network,photon_entanglement,69,96.0,459.0
quantum_information_science,photon_entanglement,28,60.0,224.0
quantum_information_science,quantum_capacity,41,62.0,205.0
amplitude_damping_channel,quantum_capacity,34,40.0,116.0
classical_capacity,quantum_capacity,32,44.0,110.0
quantum_network,quantum_capacity,101,113.0,389.0
quantum_channel,quantum_capacity,77,101.0,332.0
quantum_sensor,quantum_channel,33,16.0,115.0
superdense_coding,quantum_channel,32,22.0,129.0
quantum_imaging,quantum_channel,28,31.0,141.0
quantum_cryptography,quantum_channel,34,47.0,198.0
teleportation,quantum_channel,52,38.0,194.0
quantum_technology,quantum_channel,32,24.0,145.0
quantum_teleportation,quantum_channel,98,82.0,420.0
amplitude_damping_channel,quantum_channel,45,50.0,158.0
quantum_capacity,quantum_channel,77,101.0,332.0
classical_capacity,quantum_channel,34,44.0,110.0
quantum_network,quantum_channel,248,225.0,951.0
quantum_information_science,quantum_channel,104,128.0,562.0
quantum_error_correction,quantum_channel,33,18.0,79.0
quantum_gate,quantum_circuit,42,20.0,92.0
quantum_network,quantum_circuit,63,44.0,161.0
quantum_information_science,quantum_cryptography,34,72.0,223.0
quantum_network,quantum_cryptography,90,131.0,433.0
quantum_channel,quantum_cryptography,34,47.0,198.0
quantum_network,quantum_discord,62,50.0,206.0
quantum_technology,quantum_error_correction,32,19.0,67.0
quantum_network,quantum_error_correction,99,68.0,269.0
quantum_channel,quantum_error_correction,33,18.0,79.0
quantum_circuit,quantum_gate,42,20.0,92.0
controlled_not_gate,quantum_gate,28,23.0,98.0
quantum_network,quantum_gate,69,40.0,170.0
quantum_technology,quantum_imaging,65,159.0,632.0
photon_entanglement,quantum_imaging,32,35.0,176.0
quantum_channel,quantum_imaging,28,31.0,141.0
quantum_information_science,quantum_imaging,49,103.0,504.0
quantum_sensor,quantum_imaging,94,186.0,711.0
quantum_metrology,quantum_imaging,28,50.0,147.0
quantum_network,quantum_imaging,161,237.0,996.0
quantum_teleportation,quantum_information_science,53,86.0,369.0
quantum_capacity,quantum_information_science,41,62.0,205.0
photon_entanglement,quantum_information_science,28,60.0,224.0
quantum_cryptography,quantum_information_science,34,72.0,223.0
quantum_imaging,quantum_information_science,49,103.0,504.0
quantum_technology,quantum_information_science,65,139.0,610.0
quantum_sensor,quantum_information_science,70,120.0,571.0
quantum_network,quantum_information_science,220,341.0,1394.0
quantum_channel,quantum_information_science,104,128.0,562.0
quantum_network,quantum_memory,44,28.0,127.0
quantum_technology,quantum_metrology,35,54.0,238.0
quantum_sensor,quantum_metrology,64,92.0,404.0
quantum_imaging,quantum_metrology,28,50.0,147.0
quantum_network,quantum_metrology,129,135.0,583.0
quantum_operation,quantum_network,27,12.0,44.0
quantum_circuit,quantum_network,63,44.0,161.0
quantum_memory,quantum_network,44,28.0,127.0
photon_entanglement,quantum_network,69,96.0,459.0
spontaneous_parametric_down-conversion,quantum_network,45,99.0,396.0
bell_state,quantum_network,30,29.0,153.0
superdense_coding,quantum_network,33,22.0,130.0
quantum_cryptography,quantum_network,90,131.0,433.0
teleportation,quantum_network,52,38.0,194.0
quantum_gate,quantum_network,69,40.0,170.0
controlled_not_gate,quantum_network,35,26.0,106.0
w_state,quantum_network,46,55.0,266.0
squashed_entanglement,quantum_network,35,45.0,173.0
multipartite_entanglement,quantum_network,31,41.0,137.0
multipartite,quantum_network,28,23.0,86.0
amplitude_damping_channel,quantum_network,48,50.0,167.0
quantum_capacity,quantum_network,101,113.0,389.0
classical_capacity,quantum_network,34,44.0,110.0
quantum_technology,quantum_network,198,315.0,1352.0
heisenberg_limit,quantum_network,30,30.0,103.0
quantum_teleportation,quantum_network,155,178.0,810.0
quantum_sensor,quantum_network,285,392.0,1662.0
quantum_metrology,quantum_network,129,135.0,583.0
quantum_imaging,quantum_network,161,237.0,996.0
quantum_discord,quantum_network,62,50.0,206.0
quantum_information_science,quantum_network,220,341.0,1394.0
quantum_error_correction,quantum_network,99,68.0,269.0
quantum_channel,quantum_network,248,225.0,951.0
quantum_network,quantum_operation,27,12.0,44.0
photon_entanglement,quantum_sensor,40,55.0,278.0
quantum_channel,quantum_sensor,33,16.0,115.0
quantum_information_science,quantum_sensor,70,120.0,571.0
quantum_technology,quantum_sensor,118,244.0,1003.0
quantum_metrology,quantum_sensor,64,92.0,404.0
quantum_imaging,quantum_sensor,94,186.0,711.0
quantum_network,quantum_sensor,285,392.0,1662.0
quantum_imaging,quantum_technology,65,159.0,632.0
quantum_error_correction,quantum_technology,32,19.0,67.0
quantum_information_science,quantum_technology,65,139.0,610.0
quantum_channel,quantum_technology,32,24.0,145.0
quantum_sensor,quantum_technology,118,244.0,1003.0
quantum_metrology,quantum_technology,35,54.0,238.0
quantum_network,quantum_technology,198,315.0,1352.0
quantum_information_science,quantum_teleportation,53,86.0,369.0
w_state,quantum_teleportation,31,37.0,155.0
superdense_coding,quantum_teleportation,32,22.0,129.0
teleportation,quantum_teleportation,51,38.0,194.0
quantum_channel,quantum_teleportation,98,82.0,420.0
quantum_network,quantum_teleportation,155,178.0,810.0
quantum_network,spontaneous_parametric_down-conversion,45,99.0,396.0
multipartite_entanglement,squashed_entanglement,30,41.0,137.0
quantum_network,squashed_entanglement,35,45.0,173.0
