source,target,weight,citation_sum_year,citation_sum_year2
quantum_capacity,amplitude_damping_channel,51,101.0,351.0
quantum_channel,amplitude_damping_channel,63,113.0,431.0
quantum_network,amplitude_damping_channel,69,137.0,479.0
quantum_network,bell_state,32,45.0,180.0
quantum_capacity,classical_capacity,32,33.0,97.0
quantum_network,classical_capacity,32,33.0,97.0
quantum_network,cluster_state,39,49.0,202.0
quantum_metrology,heisenberg_limit,32,23.0,110.0
quantum_network,heisenberg_limit,37,19.0,95.0
quantum_network,one-way_quantum_computer,32,45.0,169.0
quantum_sensor,photon_entanglement,50,91.0,323.0
quantum_imaging,photon_entanglement,39,24.0,158.0
quantum_information_science,photon_entanglement,39,81.0,279.0
quantum_network,photon_entanglement,103,176.0,661.0
classical_capacity,quantum_capacity,32,33.0,97.0
quantum_error_correction,quantum_capacity,35,52.0,195.0
quantum_information_science,quantum_capacity,41,39.0,160.0
amplitude_damping_channel,quantum_capacity,51,101.0,351.0
quantum_discord,quantum_capacity,37,66.0,237.0
quantum_channel,quantum_capacity,95,155.0,519.0
quantum_network,quantum_capacity,125,188.0,608.0
quantum_sensor,quantum_channel,41,78.0,292.0
quantum_cryptography,quantum_channel,43,191.0,650.0
quantum_technology,quantum_channel,59,222.0,821.0
teleportation,quantum_channel,76,81.0,367.0
quantum_error_correction,quantum_channel,38,73.0,268.0
superdense_coding,quantum_channel,63,70.0,304.0
quantum_information_science,quantum_channel,115,297.0,1138.0
amplitude_damping_channel,quantum_channel,63,113.0,431.0
quantum_discord,quantum_channel,38,49.0,209.0
quantum_capacity,quantum_channel,95,155.0,519.0
quantum_teleportation,quantum_channel,131,153.0,643.0
quantum_network,quantum_channel,304,567.0,2102.0
quantum_error_correction,quantum_circuit,45,75.0,314.0
quantum_network,quantum_circuit,160,301.0,1147.0
quantum_gate,quantum_circuit,67,62.0,263.0
quantum_information_science,quantum_cryptography,43,198.0,712.0
quantum_channel,quantum_cryptography,43,191.0,650.0
quantum_network,quantum_cryptography,123,265.0,930.0
quantum_technology,quantum_discord,32,36.0,179.0
quantum_sensor,quantum_discord,53,112.0,411.0
quantum_metrology,quantum_discord,40,77.0,286.0
quantum_capacity,quantum_discord,37,66.0,237.0
quantum_channel,quantum_discord,38,49.0,209.0
quantum_network,quantum_discord,110,186.0,696.0
quantum_technology,quantum_error_correction,62,119.0,434.0
quantum_gate,quantum_error_correction,44,56.0,229.0
quantum_circuit,quantum_error_correction,45,75.0,314.0
quantum_channel,quantum_error_correction,38,73.0,268.0
quantum_capacity,quantum_error_correction,35,52.0,195.0
quantum_network,quantum_error_correction,173,308.0,1141.0
quantum_error_correction,quantum_gate,44,56.0,229.0
quantum_network,quantum_gate,93,94.0,412.0
quantum_circuit,quantum_gate,67,62.0,263.0
quantum_metrology,quantum_imaging,37,31.0,202.0
quantum_technology,quantum_imaging,77,72.0,391.0
photon_entanglement,quantum_imaging,39,24.0,158.0
quantum_information_science,quantum_imaging,51,42.0,193.0
quantum_sensor,quantum_imaging,93,121.0,571.0
quantum_network,quantum_imaging,188,192.0,862.0
quantum_cryptography,quantum_information_science,43,198.0,712.0
quantum_metrology,quantum_information_science,32,79.0,309.0
photon_entanglement,quantum_information_science,39,81.0,279.0
quantum_technology,quantum_information_science,118,339.0,1410.0
quantum_imaging,quantum_information_science,51,42.0,193.0
quantum_sensor,quantum_information_science,93,253.0,989.0
quantum_capacity,quantum_information_science,41,39.0,160.0
quantum_teleportation,quantum_information_science,48,72.0,317.0
quantum_channel,quantum_information_science,115,297.0,1138.0
quantum_network,quantum_information_science,276,594.0,2348.0
quantum_network,quantum_memory,46,24.0,104.0
quantum_imaging,quantum_metrology,37,31.0,202.0
quantum_sensor,quantum_metrology,109,213.0,809.0
quantum_information_science,quantum_metrology,32,79.0,309.0
quantum_technology,quantum_metrology,50,148.0,587.0
quantum_discord,quantum_metrology,40,77.0,286.0
heisenberg_limit,quantum_metrology,32,23.0,110.0
quantum_network,quantum_metrology,206,306.0,1281.0
quantum_walk,quantum_network,41,24.0,111.0
quantum_memory,quantum_network,46,24.0,104.0
spontaneous_parametric_down-conversion,quantum_network,55,37.0,242.0
bell_state,quantum_network,32,45.0,180.0
classical_capacity,quantum_network,32,33.0,97.0
w_state,quantum_network,43,43.0,182.0
one-way_quantum_computer,quantum_network,32,45.0,169.0
quantum_technology,quantum_network,320,681.0,2959.0
teleportation,quantum_network,76,81.0,367.0
heisenberg_limit,quantum_network,37,19.0,95.0
quantum_sensor,quantum_network,392,710.0,2968.0
quantum_imaging,quantum_network,188,192.0,862.0
quantum_metrology,quantum_network,206,306.0,1281.0
quantum_phase_estimation_algorithm,quantum_network,39,69.0,258.0
superdense_coding,quantum_network,66,72.0,308.0
quantum_information_science,quantum_network,276,594.0,2348.0
amplitude_damping_channel,quantum_network,69,137.0,479.0
quantum_cryptography,quantum_network,123,265.0,930.0
quantum_process,quantum_network,41,54.0,204.0
quantum_operation,quantum_network,34,42.0,154.0
quantum_error_correction,quantum_network,173,308.0,1141.0
quantum_discord,quantum_network,110,186.0,696.0
quantum_simulator,quantum_network,37,96.0,373.0
quantum_capacity,quantum_network,125,188.0,608.0
squashed_entanglement,quantum_network,39,68.0,262.0
photon_entanglement,quantum_network,103,176.0,661.0
cluster_state,quantum_network,39,49.0,202.0
quantum_teleportation,quantum_network,202,238.0,939.0
quantum_channel,quantum_network,304,567.0,2102.0
