Concept1,Concept2,JaccardScore
C121040770,C139356082,0.3400673400673401
C121040770,C121332964,0.748730964467005
C121040770,C91717678,0.26732673267326734
C121040770,C144901912,0.23154362416107382
C121040770,C32270708,0.09764309764309764
C121040770,C62520636,0.748730964467005
C121040770,C71799126,0.09764309764309764
C121040770,C33332235,0.16161616161616163
C121040770,C84114770,0.748730964467005
C121040770,C41241483,0.3464052287581699
C121040770,C206003972,0.05723905723905724
C121040770,C5320026,0.5488215488215489
C121040770,C186468114,0.748730964467005
C121040770,C169699857,0.6010928961748634
C121040770,C58053490,0.46397694524495675
C121040770,C41008148,0.6407506702412868
C121040770,C190463098,0.47865853658536583
C121040770,C137019171,0.1806853582554517
C121040770,C190474826,0.5253731343283582
C121040770,C51003876,0.33126934984520123
C121040770,C80444323,0.278125
C121040770,C95013731,0.33881578947368424
C121040770,C187486625,0.4161073825503356
C121040770,C89143813,0.45592705167173253
C121040770,C206040425,0.2356902356902357
C121040770,C48103436,0.13087248322147652
C121040770,C33923547,0.6047904191616766
C121040770,C118615104,0.17532467532467533
C121040770,C11413529,0.32748538011695905
C121040770,C158456648,0.15614617940199335
C121040770,C19271316,0.16279069767441862
C121040770,C169460222,0.10819672131147541
C121040770,C203087015,0.4119496855345912
C121040770,C20593774,0.24242424242424243
C121040770,C124148022,0.1423948220064725
C121040770,C22984246,0.37216828478964403
C121040770,C121864883,0.38127090301003347
C121040770,C195766429,0.1461794019933555
C121040770,C11577676,0.06397306397306397
C121040770,C9652623,0.12794612794612795
C121040770,C99498987,0.24836601307189543
C121040770,C180214583,0.20860927152317882
C121040770,C28719098,0.06397306397306397
C121040770,C154945302,0.3384146341463415
C121040770,C2524010,0.14426229508196722
C121040770,C202444582,0.12794612794612795
C121040770,C115961682,0.2524271844660194
C121040770,C2779960059,0.14666666666666667
C121040770,C39927690,0.09090909090909091
C121040770,C2780310539,0.1111111111111111
C121040770,C2776459999,0.09090909090909091
C121040770,C195545963,0.11447811447811448
C121040770,C127162648,0.31333333333333335
C121040770,C157486923,0.09090909090909091
C121040770,C184720557,0.33116883116883117
C121040770,C76155785,0.3550488599348534
C121040770,C114614502,0.2908496732026144
C121040770,C125411270,0.11447811447811448
C121040770,C41895202,0.15282392026578073
C121040770,C138885662,0.2682119205298013
C121040770,C134306372,0.3137254901960784
C121040770,C111919701,0.17880794701986755
C121040770,C2778361524,0.18
C121040770,C181543814,0.07357859531772576
C121040770,C151201525,0.18666666666666668
C121040770,C122527463,0.19471947194719472
C121040770,C159317903,0.5
C121040770,C74939445,0.21070234113712374
C121040770,C62611344,0.050505050505050504
C121040770,C761482,0.08754208754208755
C121040770,C15706264,0.2138157894736842
C121040770,C20788544,0.24834437086092714
C121040770,C95466800,0.2348993288590604
C121040770,C68717125,0.3685897435897436
C121040770,C49040817,0.21221864951768488
C121040770,C177731217,0.11036789297658862
C121040770,C24326235,0.16666666666666666
C121040770,C127413603,0.27936507936507937
C121040770,C120665830,0.43548387096774194
C121040770,C94915269,0.21926910299003322
C121040770,C2779832538,0.08080808080808081
C121040770,C203103908,0.1919191919191919
C121040770,C78336883,0.06734006734006734
C121040770,C15336307,0.06734006734006734
C121040770,C2779843651,0.15100671140939598
C121040770,C168834538,0.06734006734006734
C121040770,C71924100,0.12374581939799331
C121040770,C204787440,0.12374581939799331
C121040770,C142724271,0.12374581939799331
C121040770,C24890656,0.10437710437710437
C121040770,C199360897,0.2578616352201258
C121040770,C71191651,0.07692307692307693
C121040770,C124657808,0.12459016393442623
C121040770,C74130334,0.08524590163934426
C121040770,C183968085,0.22149837133550487
C121040770,C89298294,0.06397306397306397
C121040770,C108225325,0.12786885245901639
C121040770,C121477167,0.08524590163934426
C121040770,C136197465,0.06397306397306397
C121040770,C154255573,0.16498316498316498
C121040770,C187678412,0.1111111111111111
C121040770,C118704821,0.12457912457912458
C121040770,C2781402376,0.05723905723905724
C121040770,C2777288060,0.12794612794612795
C121040770,C106978608,0.08080808080808081
C121040770,C113603373,0.026936026936026935
C121040770,C208081375,0.050505050505050504
C121040770,C33980943,0.026936026936026935
C121040770,C2776921476,0.15562913907284767
C121040770,C114221277,0.12040133779264214
C121040770,C116696211,0.14838709677419354
C121040770,C2987822364,0.14093959731543623
C121040770,C207114421,0.12457912457912458
C121040770,C171250308,0.16666666666666666
C121040770,C61696701,0.06060606060606061
C121040770,C26873012,0.2797427652733119
C121040770,C185592680,0.17763157894736842
C121040770,C192562407,0.16666666666666666
C121040770,C178790620,0.12121212121212122
C121040770,C2778870898,0.2315112540192926
C121040770,C42704618,0.19093851132686085
C121040770,C199185054,0.05387205387205387
C121040770,C97355855,0.19093851132686085
C121040770,C26517878,0.15824915824915825
C121040770,C2778184138,0.07333333333333333
C121040770,C163716315,0.10774410774410774
C121040770,C152026323,0.13486842105263158
C121040770,C163173736,0.08080808080808081
C121040770,C38652104,0.18855218855218855
C121040770,C178489894,0.13131313131313133
C121040770,C32848918,0.06734006734006734
C121040770,C11255438,0.12987012987012986
C121040770,C43682372,0.12666666666666668
C121040770,C185429906,0.06734006734006734
C121040770,C192122513,0.09395973154362416
C121040770,C56911000,0.06734006734006734
C121040770,C15184713,0.1553398058252427
C121040770,C105795698,0.4266666666666667
C121040770,C184551789,0.12709030100334448
C121040770,C45792457,0.08080808080808081
C121040770,C23576306,0.14715719063545152
C121040770,C2775929963,0.08080808080808081
C121040770,C166689943,0.14715719063545152
C121040770,C58312451,0.15824915824915825
C121040770,C103862110,0.08080808080808081
