Concept1,Concept2,JaccardScore
C91717678,C121332964,0.22491349480968859
C91717678,C154255573,0.7014925373134329
C91717678,C187678412,0.3582089552238806
C91717678,C159317903,0.3108108108108108
C91717678,C62520636,0.22491349480968859
C91717678,C186468114,0.22491349480968859
C91717678,C187486625,0.46825396825396826
C91717678,C84114770,0.22491349480968859
C91717678,C58053490,0.3312883435582822
C91717678,C169699857,0.2648401826484018
C91717678,C121040770,0.3299492385786802
C91717678,C5320026,0.3533834586466165
C91717678,C41241483,0.2900763358778626
C91717678,C206040425,0.31313131313131315
C91717678,C48103436,0.35443037974683544
C91717678,C33923547,0.3034825870646766
C91717678,C118615104,0.24528301886792453
C91717678,C41008148,0.26180257510729615
C91717678,C11413529,0.23976608187134502
C91717678,C158456648,0.38271604938271603
C91717678,C19271316,0.3793103448275862
C91717678,C169460222,0.3125
C91717678,C190463098,0.4
C91717678,C51003876,0.28776978417266186
C91717678,C203087015,0.4375
C91717678,C20593774,0.6046511627906976
C91717678,C124148022,0.3010752688172043
C91717678,C190474826,0.37142857142857144
C91717678,C122527463,0.3372093023255814
C91717678,C74939445,0.38202247191011235
C91717678,C89143813,0.29545454545454547
C91717678,C139356082,0.4
C91717678,C136197465,0.2835820895522388
C91717678,C118704821,0.3582089552238806
C91717678,C184720557,0.3709677419354839
C91717678,C114614502,0.4
C91717678,C154945302,0.264
C91717678,C2781089630,0.34177215189873417
C91717678,C181500209,0.29850746268656714
C91717678,C77618280,0.352112676056338
C91717678,C2987822364,0.3287671232876712
C91717678,C58312451,0.28
C91717678,C134306372,0.3445378151260504
C91717678,C105795698,0.3565217391304348
C91717678,C149635348,0.28
C91717678,C144901912,0.4578313253012048
C91717678,C95466800,0.3010752688172043
C91717678,C22984246,0.26229508196721313
C91717678,C95013731,0.30120481927710846
C91717678,C114671716,0.23880597014925373
C91717678,C183968085,0.3225806451612903
C91717678,C80444323,0.31666666666666665
C91717678,C15706264,0.3023255813953488
C91717678,C71799126,0.2222222222222222
C91717678,C206003972,0.1791044776119403
C91717678,C2778870898,0.2727272727272727
C91717678,C32270708,0.2222222222222222
C91717678,C26873012,0.2727272727272727
C91717678,C182953411,0.3058823529411765
C91717678,C155675718,0.26865671641791045
C91717678,C203103908,0.23076923076923078
C91717678,C104434177,0.2641509433962264
C91717678,C204030448,0.2537313432835821
C91717678,C162967359,0.2537313432835821
C91717678,C185592680,0.3253012048192771
C91717678,C178790620,0.2537313432835821
C121332964,C154255573,0.16262975778546712
C121332964,C187678412,0.08304498269896193
C121332964,C159317903,0.43944636678200694
C121332964,C62520636,0.9930795847750865
C121332964,C186468114,0.9930795847750865
C121332964,C187486625,0.4083044982698962
C121332964,C84114770,0.9930795847750865
C121332964,C58053490,0.5190311418685121
C121332964,C169699857,0.726643598615917
C121332964,C121040770,0.6747404844290658
C121332964,C5320026,0.39100346020761245
C121332964,C41241483,0.35294117647058826
C121332964,C206040425,0.2179930795847751
C121332964,C48103436,0.1384083044982699
C121332964,C33923547,0.6747404844290658
C121332964,C118615104,0.22491349480968859
C121332964,C41008148,0.7854671280276817
C121332964,C11413529,0.5017301038062284
C121332964,C192061203,0.06228373702422145
C121332964,C29248071,0.06228373702422145
C121332964,C131671149,0.06228373702422145
C121332964,C31402856,0.06228373702422145
C121332964,C137019171,0.21453287197231835
C121332964,C144271403,0.06228373702422145
C121332964,C15190523,0.06228373702422145
C121332964,C179061269,0.06228373702422145
