Concept1,Concept2,JaccardScore
C91717678,C121332964,0.1554054054054054
C91717678,C154255573,0.36
C91717678,C187678412,0.36
C91717678,C159317903,0.25806451612903225
C91717678,C62520636,0.1554054054054054
C91717678,C186468114,0.1554054054054054
C91717678,C187486625,0.2875
C91717678,C84114770,0.1554054054054054
C91717678,C58053490,0.20987654320987653
C91717678,C169699857,0.1981981981981982
C91717678,C121040770,0.21505376344086022
C91717678,C5320026,0.3877551020408163
C91717678,C41241483,0.225
C91717678,C206040425,0.2727272727272727
C91717678,C48103436,0.52
C91717678,C33923547,0.16363636363636364
C91717678,C118615104,0.3018867924528302
C91717678,C41008148,0.15037593984962405
C91717678,C11413529,0.1951219512195122
C91717678,C51003876,0.19753086419753085
C91717678,C203087015,0.22916666666666666
C91717678,C203103908,0.3076923076923077
C91717678,C104434177,0.3548387096774194
C91717678,C144901912,0.45454545454545453
C121332964,C154255573,0.060810810810810814
C121332964,C187678412,0.060810810810810814
C121332964,C159317903,0.3581081081081081
C121332964,C62520636,0.9864864864864865
C121332964,C186468114,0.9864864864864865
C121332964,C187486625,0.527027027027027
C121332964,C84114770,0.9864864864864865
C121332964,C58053490,0.49324324324324326
C121332964,C169699857,0.7297297297297297
C121332964,C121040770,0.5945945945945946
C121332964,C5320026,0.2905405405405405
C121332964,C41241483,0.49324324324324326
C121332964,C206040425,0.30405405405405406
C121332964,C48103436,0.08783783783783784
C121332964,C33923547,0.6959459459459459
C121332964,C118615104,0.2972972972972973
C121332964,C41008148,0.8648648648648649
C121332964,C11413529,0.49324324324324326
C121332964,C192061203,0.12162162162162163
C121332964,C29248071,0.12162162162162163
C121332964,C131671149,0.12162162162162163
C121332964,C31402856,0.12162162162162163
C121332964,C137019171,0.32432432432432434
C121332964,C144271403,0.12162162162162163
C121332964,C15190523,0.12162162162162163
C121332964,C179061269,0.12162162162162163
C121332964,C80444323,0.41216216216216217
C121332964,C11255438,0.2905405405405405
C121332964,C190474826,0.33783783783783783
C121332964,C45374587,0.20270270270270271
C121332964,C15184713,0.30405405405405406
C121332964,C122527463,0.21621621621621623
C121332964,C51003876,0.4864864864864865
C121332964,C194975256,0.10810810810810811
C121332964,C55615164,0.10810810810810811
C121332964,C43682372,0.18243243243243243
C121332964,C27753989,0.16216216216216217
C121332964,C142465778,0.13513513513513514
C121332964,C58849907,0.28378378378378377
C121332964,C94375191,0.13513513513513514
C121332964,C102565666,0.16216216216216217
C121332964,C124148022,0.28378378378378377
C121332964,C177264268,0.16216216216216217
C121332964,C184720557,0.3783783783783784
C121332964,C114614502,0.3783783783783784
C121332964,C199360897,0.3581081081081081
C121332964,C2779960059,0.22297297297297297
C121332964,C39927690,0.18243243243243243
C121332964,C2780310539,0.22297297297297297
C121332964,C2776459999,0.18243243243243243
C121332964,C195545963,0.18243243243243243
C121332964,C127162648,0.4391891891891892
C121332964,C157486923,0.18243243243243243
C121332964,C76155785,0.43243243243243246
C121332964,C125411270,0.18243243243243243
C121332964,C41895202,0.22297297297297297
C121332964,C138885662,0.31756756756756754
C121332964,C134306372,0.44594594594594594
C121332964,C154945302,0.2972972972972973
C121332964,C111919701,0.3108108108108108
C121332964,C32022120,0.14189189189189189
C121332964,C33332235,0.0945945945945946
C121332964,C121864883,0.28378378378378377
C121332964,C62611344,0.10135135135135136
C121332964,C761482,0.10135135135135136
C121332964,C15706264,0.10135135135135136
C121332964,C20593774,0.14189189189189189
C121332964,C120665830,0.22297297297297297
C121332964,C94915269,0.13513513513513514
C121332964,C2779832538,0.13513513513513514
C121332964,C203103908,0.17567567567567569
C121332964,C22984246,0.13513513513513514
C121332964,C78336883,0.13513513513513514
C121332964,C15336307,0.13513513513513514
C121332964,C68717125,0.22297297297297297
C121332964,C2779843651,0.22297297297297297
C121332964,C168834538,0.13513513513513514
C121332964,C71924100,0.13513513513513514
C121332964,C204787440,0.13513513513513514
C121332964,C142724271,0.13513513513513514
C121332964,C24890656,0.13513513513513514
C121332964,C95466800,0.11486486486486487
C121332964,C77618280,0.11486486486486487
C121332964,C26517878,0.11486486486486487
C121332964,C144901912,0.1554054054054054
C121332964,C38652104,0.11486486486486487
C121332964,C31258907,0.11486486486486487
C121332964,C182953411,0.14189189189189189
C121332964,C169460222,0.21621621621621623
C121332964,C190463098,0.19594594594594594
C121332964,C203087015,0.22972972972972974
C121332964,C69497775,0.05405405405405406
C121332964,C177148314,0.08783783783783784
C121332964,C192122513,0.08783783783783784
C121332964,C2985568454,0.08783783783783784
C121332964,C113775141,0.07432432432432433
C121332964,C168090291,0.30405405405405406
C121332964,C97744766,0.17567567567567569
C121332964,C75553542,0.17567567567567569
C121332964,C106301342,0.17567567567567569
C121332964,C52622258,0.17567567567567569
C121332964,C24495805,0.24324324324324326
C121332964,C184049767,0.25
C121332964,C77553402,0.17567567567567569
C121332964,C139356082,0.24324324324324326
C121332964,C105795698,0.2905405405405405
C121332964,C111472728,0.20945945945945946
C121332964,C99498987,0.20270270270270271
C121332964,C115961682,0.20270270270270271
C121332964,C59500034,0.0945945945945946
C121332964,C104434177,0.11486486486486487
C121332964,C89143813,0.14864864864864866
C121332964,C205049153,0.08108108108108109
C121332964,C138622882,0.08108108108108109
C121332964,C185592680,0.08108108108108109
C121332964,C147789679,0.08108108108108109
C121332964,C131017901,0.17567567567567569
C121332964,C45483111,0.12837837837837837
C121332964,C101973423,0.12837837837837837
C121332964,C64775481,0.12837837837837837
C121332964,C169345407,0.0945945945945946
C121332964,C138268822,0.0945945945945946
C121332964,C95013731,0.0945945945945946
C121332964,C32891209,0.0945945945945946
C121332964,C166689943,0.12162162162162163
C121332964,C2778361524,0.12162162162162163
C121332964,C12296473,0.12162162162162163
C121332964,C180214583,0.18243243243243243
C121332964,C151201525,0.18243243243243243
C121332964,C44280652,0.12162162162162163
C121332964,C114852677,0.12162162162162163
C121332964,C184551789,0.12162162162162163
C121332964,C23576306,0.12162162162162163
C121332964,C181543814,0.12162162162162163
C121332964,C2781181686,0.1554054054054054
C121332964,C179371143,0.14189189189189189
C121332964,C67820243,0.14189189189189189
C121332964,C130787639,0.14189189189189189
C121332964,C126255220,0.14189189189189189
C121332964,C17744445,0.14189189189189189
C121332964,C199539241,0.14189189189189189
C121332964,C183968085,0.12837837837837837
C121332964,C161166931,0.12837837837837837
C121332964,C98045186,0.12837837837837837
C121332964,C2780586882,0.11486486486486487
C121332964,C2987822364,0.11486486486486487
C154255573,C187678412,0.8181818181818182
C154255573,C159317903,0.16363636363636364
C154255573,C62520636,0.060810810810810814
C154255573,C186468114,0.060810810810810814
C154255573,C187486625,0.1125
C154255573,C84114770,0.060810810810810814
C154255573,C58053490,0.12
C154255573,C169699857,0.08181818181818182
C187678412,C159317903,0.16363636363636364
C187678412,C62520636,0.060810810810810814
C187678412,C186468114,0.060810810810810814
C187678412,C187486625,0.1125
C187678412,C84114770,0.060810810810810814
C187678412,C58053490,0.12
C187678412,C169699857,0.08181818181818182
C159317903,C62520636,0.3581081081081081
C159317903,C186468114,0.3581081081081081
C159317903,C187486625,0.26666666666666666
C159317903,C84114770,0.3581081081081081
C159317903,C58053490,0.15315315315315314
C159317903,C169699857,0.35833333333333334
C159317903,C121040770,0.3883495145631068
C159317903,C62611344,0.2727272727272727
C159317903,C761482,0.2727272727272727
C159317903,C15706264,0.2727272727272727
C159317903,C20593774,0.38181818181818183
C159317903,C184720557,0.20652173913043478
C159317903,C41008148,0.2620689655172414
C159317903,C76155785,0.2268041237113402
C159317903,C33923547,0.27419354838709675
C159317903,C114614502,0.20652173913043478
C159317903,C120665830,0.6
C159317903,C94915269,0.36363636363636365
C159317903,C2779832538,0.36363636363636365
C159317903,C203103908,0.4727272727272727
C159317903,C22984246,0.36363636363636365
C159317903,C78336883,0.36363636363636365
C159317903,C15336307,0.36363636363636365
C159317903,C68717125,0.6
C159317903,C2779843651,0.375
C159317903,C168834538,0.36363636363636365
C159317903,C71924100,0.36363636363636365
C159317903,C204787440,0.36363636363636365
C159317903,C142724271,0.36363636363636365
C159317903,C24890656,0.36363636363636365
C159317903,C199360897,0.35
C159317903,C104434177,0.3090909090909091
C159317903,C89143813,0.2222222222222222
C159317903,C205049153,0.21818181818181817
C159317903,C138622882,0.21818181818181817
C159317903,C185592680,0.21818181818181817
C159317903,C147789679,0.21818181818181817
C159317903,C166689943,0.32727272727272727
C159317903,C2778361524,0.32727272727272727
C159317903,C12296473,0.32727272727272727
C159317903,C180214583,0.3442622950819672
C159317903,C151201525,0.3442622950819672
C159317903,C44280652,0.32727272727272727
C159317903,C114852677,0.32727272727272727
C159317903,C184551789,0.32727272727272727
C159317903,C23576306,0.32727272727272727
C159317903,C181543814,0.32727272727272727
C159317903,C134306372,0.2872340425531915
C159317903,C5320026,0.24050632911392406
C159317903,C144901912,0.23809523809523808
C62520636,C186468114,0.9864864864864865
C62520636,C187486625,0.527027027027027
C62520636,C84114770,0.9864864864864865
C62520636,C58053490,0.49324324324324326
C62520636,C169699857,0.7297297297297297
C62520636,C121040770,0.5945945945945946
C62520636,C5320026,0.2905405405405405
C62520636,C41241483,0.49324324324324326
C62520636,C206040425,0.30405405405405406
C62520636,C48103436,0.08783783783783784
C62520636,C33923547,0.6959459459459459
C62520636,C118615104,0.2972972972972973
C62520636,C41008148,0.8648648648648649
C62520636,C11413529,0.49324324324324326
C62520636,C192061203,0.12162162162162163
C62520636,C29248071,0.12162162162162163
C62520636,C131671149,0.12162162162162163
C62520636,C31402856,0.12162162162162163
C62520636,C137019171,0.32432432432432434
C62520636,C144271403,0.12162162162162163
C62520636,C15190523,0.12162162162162163
C62520636,C179061269,0.12162162162162163
C62520636,C80444323,0.41216216216216217
C62520636,C11255438,0.2905405405405405
C62520636,C190474826,0.33783783783783783
C62520636,C45374587,0.20270270270270271
C62520636,C15184713,0.30405405405405406
C62520636,C122527463,0.21621621621621623
C62520636,C51003876,0.4864864864864865
C62520636,C194975256,0.10810810810810811
C62520636,C55615164,0.10810810810810811
